"DOY" "Depth" "CHL"
43 74.4 0.12
43 74.7 0.12
43 75.1 0.13
43 99.6 0.18
43 99.6 0.18
43 100 0.19
43 123.8 0.27
43 124.2 0.26
43 124.3 0.24
43 150 0.15
43 175.2 0.05
45 7.1 0.09
45 24.7 0.1
45 46.1 0.08
45 60.3 0.1
45 76.9 0.1
45 86.5 0.11
45 101.4 0.13
45 114 0.18
45 125.3 0.18
45 135.3 0.2
45 150.4 0.29
45 175.9 0.17
65 6.4 0.15
65 6.4 0.14
65 6.3 0.15
65 25.4 0.16
65 25 0.16
65 45.2 0.17
65 45.2 0.17
65 45.1 0.16
65 76.4 0.26
65 76.5 0.26
65 99.6 0.25
65 99.5 0.24
65 99.6 0.26
65 124.9 0.18
65 124.9 0.18
65 124.9 0.18
65 150.8 0.1
65 176.5 0.08
67 7.1 0.1
67 24.8 0.11
67 60.6 0.14
67 74.8 0.21
67 85.9 0.26
67 99.9 0.24
67 115.6 0.2
67 124.9 0.2
67 135.1 0.17
67 149.1 0.14
67 174.3 0.11
95 5.3 0.1
95 5.3 0.08
95 5.3 0.08
95 25.5 0.08
95 25.5 0.08
95 25.4 0.08
95 46 0.1
95 45.9 0.09
95 45.9 0.09
95 76 0.15
95 75.8 0.16
95 75.7 0.17
95 100.2 0.2
95 100.1 0.21
95 100 0.2
95 125.4 0.23
95 125.2 0.22
95 149 0.14
95 174.2 0.06
97 5.5 0.07
97 25.3 0.08
97 59.8 0.16
97 75.6 0.34
97 85.2 0.39
97 100.6 0.31
97 115.3 0.2
97 124.6 0.19
97 134.8 0.12
97 149.8 0.07
97 175.6 0.08
137 7.2 0.07
137 7.3 0.06
137 7.3 0.07
137 25.3 0.07
137 25 0.07
137 25 0.07
137 45.5 0.09
137 45.6 0.1
137 45.3 0.09
137 75.5 0.13
137 75.5 0.14
137 75.5 0.14
137 100.5 0.22
137 100.5 0.2
137 100.4 0.2
137 124.8 0.2
137 124.8 0.22
137 124.8 0.19
137 149.8 0.14
137 175.6 0.08
139 7.8 0.07
139 25.3 0.07
139 59.8 0.1
139 75.4 0.13
139 85.9 0.16
139 99.4 0.29
139 115.3 0.33
139 125.5 0.27
139 135.7 0.23
139 150 0.18
139 174.6 0.1
176 8.4 0.09
176 8.1 0.08
176 8 0.08
176 25.8 0.09
176 25.9 0.08
176 25.9 0.09
176 44.9 0.1
176 45 0.09
176 75.7 0.24
176 76.1 0.23
176 76.1 0.25
176 102.1 0.24
176 102.1 0.27
176 101.8 0.25
176 126.2 0.17
176 126 0.14
176 125.7 0.15
176 149.9 0.07
176 175.5 0.04
178 6.9 0.07
178 25.9 0.13
178 60.1 0.12
178 75 0.13
178 85.1 0.14
178 100.4 0.18
178 115.3 0.23
178 135.1 0.3
178 150.3 0.25
178 175.8 0.13
254 6.7 0.07
254 6.7 0.1
254 6.8 0.09
254 24.9 0.07
254 25.2 0.08
254 25.4 0.08
254 45 0.09
254 45 0.08
254 45.2 0.09
254 75.5 0.16
254 75.4 0.16
254 75.6 0.17
254 100.5 0.2
254 100.6 0.18
254 101.3 0.19
254 126.2 0.18
254 125.9 0.18
254 125.8 0.17
254 151.2 0.04
254 175.5 0.02
256 5.6 0.11
256 25.1 0.1
256 46.1 0.11
256 60.9 0.14
256 75.3 0.15
256 84.8 0.16
256 100.4 0.2
256 115.9 0.23
256 125.1 0.24
256 136.5 0.14
256 149.4 0.12
256 175.1 0.04
274 7.2 0.12
274 7.5 0.12
274 25.4 0.13
274 25.2 0.12
274 25.2 0.12
274 45 0.15
274 45.1 0.15
274 45.1 0.15
274 75.9 0.24
274 76 0.21
274 76 0.23
274 99.4 0.25
274 99.5 0.26
274 99.5 0.26
274 125.9 0.25
274 125.7 0.2
274 125.7 0.2
274 149.6 0.08
274 174.6 0.03
276 6.9 0.12
276 25.2 0.12
276 45.8 0.24
276 60.3 0.4
276 75.3 0.41
276 85.6 0.44
276 99.9 0.29
276 116.2 0.15
276 125.9 0.12
276 135.4 0.11
276 150.2 0.05
276 174.4 0.04
300 7.8 0.09
300 7.7 0.09
300 7.7 0.08
300 25.3 0.09
300 25.3 0.09
300 25.4 0.1
300 45.5 0.1
300 45.7 0.13
300 45.7 0.09
300 75.4 0.2
300 75.4 0.19
300 75.5 0.19
300 99.9 0.3
300 100.2 0.26
300 100.2 0.24
300 124.7 0.14
300 125 0.15
300 124.8 0.17
300 151 0.07
300 175.6 0.04
302 7.5 0.07
302 24.9 0.09
302 43.9 0.11
302 59.5 0.2
302 73.9 0.32
302 85.3 0.23
302 99.6 0.25
302 113.2 0.17
302 124 0.15
302 135.1 0.1
302 152.4 0.06
302 176.4 0.02
330 7.6 0.11
330 7.7 0.11
330 7.6 0.12
330 25.3 0.12
330 25.2 0.13
330 25.2 0.11
330 45.8 0.11
330 45.8 0.12
330 45.7 0.11
330 74.6 0.21
330 74.4 0.2
330 74.3 0.21
330 100.3 0.24
330 100.5 0.27
330 100.7 0.24
330 125.6 0.15
330 126.1 0.14
330 126.3 0.12
330 150.6 0.06
330 175.6 0.03
332 6.2 0.1
332 25.1 0.1
332 45.3 0.22
332 75.2 0.23
332 85.3 0.23
332 100.5 0.26
332 115.5 0.16
332 125.9 0.11
332 135.1 0.09
332 150.4 0.05
332 175.8 0.02
354 7.5 0.1
354 7.5 0.13
354 7.5 0.08
354 25.3 0.1
354 25.2 0.1
354 25.2 0.11
354 45.1 0.11
354 45.6 0.12
354 44.8 0.11
354 74.7 0.19
354 74.8 0.19
354 74.2 0.19
354 100.5 0.27
354 100.5 0.27
354 100.2 0.27
354 125.4 0.11
354 125.6 0.12
354 125.6 0.12
354 149.5 0.03
354 174.3 0.01
356 7.9 0.1
356 25.3 0.09
356 47.1 0.11
356 59.4 0.14
356 76.1 0.2
356 100.4 0.25
356 115.2 0.26
356 124.7 0.18
356 136.7 0.13
356 151.4 0.08
356 175.2 0.03
15 6.3 0.09
15 6.3 0.08
15 6.3 0.08
15 23.5 0.08
15 23.8 0.08
15 24.3 0.08
15 45.9 0.08
15 45.9 0.1
15 45.9 0.09
15 75.8 0.11
15 75.9 0.12
15 75.9 0.12
15 100.9 0.18
15 101.1 0.17
15 101.1 0.2
15 126.1 0.29
15 126.2 0.27
15 126.3 0.28
15 150.8 0.05
15 175.4 0.02
17 6.7 0.1
17 25.7 0.1
17 45.8 0.12
17 60.4 0.14
17 75.6 0.18
17 85.3 0.21
17 101 0.33
17 115.9 0.2
17 125.2 0.13
17 135.4 0.09
17 150 0.05
17 175.6 0.03
45 7.4 0.09
45 7.7 0.1
45 7.8 0.1
45 26.5 0.1
45 26.4 0.1
45 26.2 0.1
45 44.4 0.12
45 44.4 0.12
45 44.2 0.11
45 75.5 0.21
45 75.1 0.23
45 74.9 0.2
45 100.7 0.23
45 100.2 0.23
45 100.4 0.22
45 125.7 0.15
45 125.7 0.13
45 125.4 0.14
45 151.1 0.07
45 174.7 0.02
47 7.4 0.1
47 25.7 0.1
47 45.7 0.16
47 60.5 0.16
47 75.9 0.19
47 85.1 0.26
47 101.5 0.28
47 115.5 0.25
47 125.8 0.15
47 135.1 0.14
47 150.2 0.02
47 174.6 0.02
64 7 0.09
64 7 0.09
64 7 0.09
64 24.3 0.09
64 24.8 0.09
64 24.8 0.09
64 45.6 0.1
64 46 0.1
64 46.4 0.09
64 74.7 0.18
64 75.3 0.19
64 75.5 0.2
64 100.2 0.24
64 100.9 0.26
64 100.5 0.23
64 123.7 0.1
64 123.9 0.09
64 124.2 0.1
64 150.7 0.06
64 174.5 0.02
66 5.7 0.08
66 25.7 0.09
66 46.3 0.11
66 60.3 0.14
66 75.2 0.16
66 85.1 0.19
66 100.6 0.26
66 115.7 0.26
66 125.6 0.13
66 135.4 0.13
66 150.4 0.06
66 175.2 0.04
100 4.6 0.09
100 4.4 0.09
100 4.5 0.09
100 23.8 0.09
100 23.9 0.09
100 23.9 0.08
100 44.9 0.1
100 44.9 0.09
100 45 0.09
100 72.6 0.14
100 72.7 0.14
100 72.8 0.15
100 99.1 0.23
100 99.1 0.21
100 99.2 0.22
100 124.7 0.27
100 124.7 0.29
100 124.8 0.28
100 149.1 0.24
100 175 0.16
102 4.5 0.09
102 25.2 0.1
102 45.2 0.14
102 60.3 0.17
102 74.5 0.24
102 85.4 0.27
102 100.1 0.29
102 115.2 0.27
102 125.1 0.26
102 135 0.26
102 149.7 0.13
102 175 0.08
152 4.2 0.06
152 5.2 0.06
152 5.4 0.07
152 24.8 0.06
152 24.8 0.06
152 24.7 0.06
152 44.7 0.07
152 44.8 0.07
152 44.8 0.08
152 75.3 0.15
152 75.5 0.15
152 75.4 0.15
152 100.3 0.29
152 100.2 0.28
152 100.2 0.27
152 125.6 0.17
152 125.7 0.18
152 125.6 0.17
152 149.4 0.08
152 174.4 0.02
153 5.3 0.06
153 24.5 0.07
153 44.9 0.08
153 60.4 0.11
153 74.8 0.12
153 85 0.12
153 99.2 0.19
153 115 0.21
153 124.4 0.25
153 134.7 0.26
153 150 0.12
153 175.3 0.08
181 5 0.08
181 5.2 0.09
181 5.1 0.1
181 24.9 0.07
181 24.9 0.06
181 24.9 0.06
181 45.1 0.1
181 45.2 0.09
181 45.2 0.09
181 75.7 0.13
181 75.7 0.13
181 75.7 0.13
181 99.9 0.15
181 100 0.15
181 100 0.15
181 124.7 0.24
181 124.6 0.23
181 124.4 0.23
181 150.1 0.08
181 175 0.03
183 4.4 0.07
183 25.7 0.08
183 45.1 0.1
183 60 0.12
183 74.1 0.13
183 84.4 0.16
183 98.9 0.21
183 114.3 0.22
183 124.5 0.25
183 134.8 0.17
183 174.7 0.07
257 7.7 0.05
257 7.7 0.06
257 7.7 0.06
257 25.6 0.06
257 25.6 0.07
257 45 0.08
257 45.1 0.09
257 75.3 0.16
257 75.2 0.13
257 100.1 0.26
257 100.1 0.26
257 100.2 0.25
257 124.8 0.14
257 125.1 0.13
257 125.1 0.13
257 150.1 0.07
257 174.5 0.03
259 4.9 0.05
259 26.2 0.06
259 45.2 0.08
259 60.2 0.13
259 75.3 0.16
259 84.8 0.21
259 99.4 0.26
259 114.9 0.21
259 124.8 0.16
259 134.9 0.11
259 150.2 0.07
259 175.3 0.03
286 8 0.11
286 8.1 0.09
286 8 0.12
286 24.9 0.1
286 24.9 0.11
286 24.9 0.1
286 45.7 0.11
286 45.7 0.12
286 45.8 0.13
286 74.3 0.21
286 74.3 0.21
286 74.1 0.22
286 99.9 0.26
286 99.9 0.23
286 100.3 0.23
286 124.6 0.08
286 124.6 0.08
286 124.6 0.07
286 150.8 0.04
286 175.5 0.02
288 4.7 0.11
288 25.4 0.11
288 44.7 0.16
288 60.2 0.18
288 74.7 0.25
288 99.6 0.24
288 114.9 0.2
288 125.1 0.22
288 135.3 0.14
288 149.4 0.06
288 173.4 0.03
325 6.9 0.16
325 6.8 0.15
325 6.9 0.17
325 25 0.16
325 25.4 0.16
325 44.4 0.16
325 44.7 0.16
325 44.7 0.16
325 74.4 0.25
325 74.4 0.25
325 74.4 0.23
325 100.4 0.22
325 100.2 0.22
325 100.4 0.21
325 125.9 0.12
325 126 0.12
325 125.4 0.12
325 150.3 0.06
325 175.9 0.03
327 5.7 0.14
327 25.5 0.14
327 44.6 0.14
327 59.8 0.15
327 76.8 0.17
327 100.5 0.27
327 114.3 0.14
327 125.2 0.09
327 134.9 0.07
327 152.2 0.06
327 176.3 0.02
350 7.9 0.15
350 7.3 0.15
350 7.4 0.15
350 24.9 0.16
350 24.9 0.14
350 25.1 0.15
350 44.7 0.16
350 44.4 0.16
350 44.5 0.15
350 75.2 0.16
350 75.4 0.16
350 75.3 0.16
350 100.1 0.16
350 100.3 0.18
350 100.6 0.17
350 125.5 0.07
350 125.7 0.11
350 125.5 0.1
350 149.2 0.02
350 175.5 0.01
352 6 0.14
352 25.1 0.14
352 45.3 0.14
352 58.9 0.16
352 74.5 0.13
352 83.4 0.16
352 99.3 0.14
352 114.8 0.09
352 125.2 0.06
352 134.6 0.04
352 147.9 0.01
55 4.7 0.09
55 4.7 0.09
55 4.6 0.07
55 25.4 0.1
55 25.5 0.09
55 25.4 0.09
55 47.4 0.1
55 46.9 0.11
55 46.2 0.1
55 75.5 0.11
55 75.5 0.14
55 75.4 0.12
55 100.4 0.26
55 100.1 0.26
55 99.6 0.27
55 124.4 0.25
55 124.2 0.24
55 124 0.23
55 150.6 0.08
55 174.6 0.03
57 4.6 0.09
57 25.7 0.09
57 44.5 0.14
57 59.9 0.17
57 75.3 0.21
57 86.3 0.24
57 99.8 0.41
57 115.5 0.28
57 124.1 0.32
57 134.8 0.21
57 150.9 0.06
57 172.5 0.04
87 4.9 0.1
87 4.9 0.11
87 4.8 0.1
87 24.7 0.11
87 24.7 0.1
87 24.6 0.11
87 44.8 0.1
87 44.8 0.1
87 44.8 0.1
87 75.1 0.12
87 75 0.11
87 99.9 0.15
87 99.9 0.15
87 125.3 0.27
87 125.2 0.29
87 125.2 0.27
87 150.7 0.2
87 174.4 0.05
89 4.4 0.08
89 24.2 0.08
89 44.5 0.08
89 59 0.1
89 75 0.16
89 84.5 0.18
89 99.9 0.21
89 114.4 0.23
89 124.6 0.21
89 135.5 0.23
89 151.6 0.22
89 173.1 0.1
111 5.5 0.07
111 5.5 0.07
111 24.8 0.07
111 24.7 0.07
111 24.4 0.07
111 44.5 0.09
111 44.4 0.08
111 44.5 0.07
111 75 0.12
111 74.9 0.11
111 75.2 0.11
111 101.1 0.33
111 100.9 0.34
111 100.3 0.32
111 122.6 0.2
111 122.8 0.2
111 123.4 0.2
111 150.7 0.08
111 175.2 0.04
113 8 0.06
113 24.8 0.08
113 44.7 0.09
113 59.8 0.1
113 76.1 0.11
113 84 0.15
113 99.6 0.22
113 115.5 0.45
113 125.4 0.42
113 134.3 0.37
113 150.6 0.19
113 174.5 0.13
143 7.3 0.1
143 7.2 0.09
143 6.9 0.09
143 26.1 0.1
143 26.4 0.09
143 26.5 0.1
143 45.9 0.11
143 45.7 0.11
143 45.7 0.11
143 75.2 0.16
143 75.2 0.16
143 75.2 0.16
143 99.8 0.24
143 100.1 0.24
143 99.9 0.24
143 126.4 0.36
143 126.5 0.35
143 126.4 0.31
143 150.3 0.26
143 175.3 0.11
145 6.1 0.11
145 26 0.11
145 45.3 0.11
145 60.4 0.14
145 75.1 0.15
145 85.2 0.18
145 101.2 0.26
145 115.2 0.38
145 126 0.34
145 136.3 0.24
145 151 0.14
145 175.8 0.07
170 8.1 0.05
170 8.1 0.06
170 8.1 0.06
170 24.2 0.06
170 24.1 0.05
170 24.2 0.06
170 46.3 0.06
170 46.2 0.06
170 46.3 0.06
170 76.7 0.08
170 76.4 0.09
170 76.3 0.09
170 101.7 0.13
170 101.6 0.12
170 101.3 0.14
170 125.1 0.21
170 125.2 0.2
170 125.1 0.21
170 150.3 0.14
170 175.1 0.07
172 6.1 0.05
172 25.2 0.07
172 45.5 0.08
172 60.4 0.1
172 74.9 0.14
172 83.8 0.15
172 99 0.18
172 114.9 0.2
172 123.9 0.21
172 135.1 0.18
172 149.1 0.12
172 174.8 0.05
200 7.1 0.06
200 6.7 0.05
200 6.9 0.06
200 24.4 0.05
200 24.4 0.05
200 24.7 0.05
200 44.7 0.07
200 44.7 0.07
200 75 0.13
200 75 0.11
200 74.8 0.12
200 100.1 0.13
200 100 0.12
200 99.8 0.15
200 124.4 0.08
200 124.5 0.08
200 124.5 0.11
200 149.6 0.07
200 174.9 0.02
202 6.4 0.05
202 24.6 0.06
202 44.9 0.07
202 60.1 0.09
202 76.2 0.13
202 84.9 0.15
202 115 0.18
202 124.5 0.18
202 136.6 0.15
202 150.7 0.07
202 175.4 0.03
224 4.8 0.08
224 4.8 0.07
224 4.8 0.07
224 25 0.09
224 25.1 0.09
224 45.9 0.11
224 45.8 0.12
224 45.7 0.1
224 75.9 0.17
224 75.6 0.16
224 75.2 0.18
224 102.7 0.22
224 102.5 0.26
224 102.2 0.19
224 127 0.12
224 125.6 0.11
224 151.1 0.05
224 176.3 0.02
226 5.1 0.06
226 25.8 0.06
226 45.3 0.09
226 59.9 0.11
226 75.2 0.12
226 85.5 0.14
226 100.1 0.17
226 115 0.23
226 125.2 0.19
226 134.4 0.15
226 149.2 0.09
226 175.3 0.03
286 5.2 0.11
286 24.8 0.1
286 24.9 0.11
286 24.9 0.11
286 45.5 0.15
286 45.5 0.14
286 45.5 0.14
286 74.5 0.2
286 74.6 0.22
286 74.4 0.21
286 99.8 0.23
286 99.8 0.24
286 125.3 0.15
286 125.4 0.16
286 125.5 0.15
286 149.8 0.06
286 176.5 0.02
288 4.7 0.09
288 25.1 0.08
288 45.5 0.1
288 60.3 0.13
288 75.1 0.17
288 86.1 0.26
288 99.4 0.25
288 114.6 0.25
288 135 0.17
288 150.7 0.11
288 174.1 0.05
318 4.1 0.17
318 4.6 0.18
318 5.4 0.15
318 24.4 0.17
318 25.1 0.16
318 25.3 0.17
318 45.1 0.18
318 46.2 0.15
318 47 0.17
318 74.9 0.25
318 75 0.25
318 75.3 0.3
318 99.8 0.18
318 100 0.18
318 100.4 0.18
318 124.4 0.06
318 124.7 0.06
318 125 0.07
318 151 0.02
318 176.1 0.01
342 4.6 0.11
342 4.5 0.09
342 4.6 0.09
342 25.4 0.11
342 25.4 0.09
342 25.5 0.1
342 45.1 0.11
342 45.1 0.1
342 45 0.1
342 75.4 0.11
342 75.4 0.1
342 75.4 0.12
342 100 0.26
342 100 0.24
342 100.1 0.23
342 126 0.17
342 125.9 0.15
342 125.9 0.17
342 150.2 0.07
342 175.3 0.02
344 5.4 0.07
344 26 0.1
344 46.6 0.14
344 59.3 0.16
344 76 0.18
344 86.6 0.25
344 113.7 0.13
344 125.1 0.11
344 136.1 0.07
344 149.9 0.05
344 175.9 0.02
