"DOY" "Depth" "CHL"
130 100 0.1
130 125 0.1
195 4.3 0.08
195 14.6 0.08
195 24.7 0.07
195 33.8 0.08
195 44.4 0.1
195 59.4 0.14
195 73.9 0.18
195 84 0.22
195 95 0.28
195 104.6 0.29
195 113.8 0.3
195 124.2 0.18
195 134.3 0.15
195 149.5 0.15
195 174.2 0.12
195 200.5 0.08
196 5.2 0.08
196 24.7 0.08
196 45 0.08
196 75.1 0.17
196 99.6 0.28
196 124.6 0.23
196 175.4 0.09
196 175.4 0.1
195 5 0.08
195 25 0.08
195 45 0.09
195 75 0.17
195 125 0.23
195 150 0.15
195 175 0.12
226 4.6 0.09
226 14 0.1
226 25 0.1
226 34.6 0.09
226 44.4 0.1
226 60 0.16
226 75 0.21
226 84.2 0.2
226 94.7 0.23
226 104.7 0.5
226 114.6 0.36
226 124.5 0.19
226 134.6 0.14
226 149.7 0.08
226 174.6 0.04
226 201.3 0.02
227 4.8 0.09
227 24.6 0.1
227 45.5 0.1
227 75.1 0.18
227 99.9 0.29
227 110 0.49
227 125.2 0.26
227 150.3 0.06
227 177.4 0.03
226 5 0.1
226 25 0.09
226 45 0.13
226 75 0.19
226 100 0.23
226 125 0.08
226 150 0.03
288 5 0.07
288 15.1 0.07
288 24.6 0.07
288 34.9 0.07
288 44.2 0.07
288 59.4 0.09
288 74.1 0.11
288 84.5 0.12
288 105.3 0.21
288 114.5 0.24
288 123.8 0.23
288 134.2 0.21
288 149.7 0.1
288 174.9 0.03
288 200 0.03
289 4.8 0.07
289 24.7 0.07
289 44.6 0.08
289 74.5 0.1
289 99.8 0.2
289 125.3 0.23
289 149.5 0.1
289 175.4 0.04
288 5 0.08
288 25 0.07
288 45 0.09
288 75 0.14
288 100 0.23
288 125 0.11
288 150 0.06
313 5.3 0.09
313 14.9 0.08
313 25.3 0.09
313 35 0.09
313 45.1 0.09
313 60.1 0.13
313 74.9 0.19
313 84.4 0.22
313 94.5 0.26
313 104.1 0.13
313 114.5 0.1
313 124.4 0.07
313 135 0.05
313 150.1 0.03
313 174.7 0.01
313 199.5 0.01
314 4.9 0.09
314 25.2 0.09
314 44.6 0.09
314 74.9 0.1
314 110.1 0.23
314 124.7 0.12
314 150 0.05
314 175.3 0.02
313 5 0.11
313 25 0.1
313 45 0.09
313 75 0.14
313 100 0.15
313 125 0.15
313 150 0.08
349 14.9 0.12
349 24.3 0.12
349 34.5 0.12
349 44.8 0.12
349 59.6 0.15
349 74.5 0.18
349 84.3 0.25
349 93.8 0.25
349 104.6 0.28
349 114.3 0.2
349 124.8 0.14
349 135.3 0.06
349 149.6 0.02
349 174.6 0.01
350 4.7 0.1
350 24.9 0.1
350 44.6 0.12
350 73.5 0.16
350 99.6 0.26
350 124.2 0.13
350 150.4 0.06
349 5 0.12
349 25 0.11
349 45 0.13
349 75 0.16
349 100 0.22
349 125 0.12
349 150 0.03
349 175 0.04
34 4.4 0.06
34 14.3 0.06
34 24.6 0.06
34 34.7 0.06
34 59.7 0.12
34 74.7 0.15
34 84.5 0.18
34 94.3 0.22
34 104.5 0.25
34 114.3 0.28
34 124.3 0.21
34 134.4 0.11
34 150.1 0.05
34 175.2 0.02
34 24.3 0.09
34 45 0.12
35 4.9 0.07
35 24.6 0.07
35 43.5 0.08
35 74.1 0.12
35 99.2 0.22
35 124.8 0.2
35 149.7 0.03
35 174 0.01
34 5 0.07
34 25 0.08
34 45 0.09
34 75 0.13
34 100 0.16
34 125 0.14
34 150 0.06
34 175 0.02
61 4.5 0.07
61 15.3 0.07
61 25.1 0.03
61 34.3 0.08
61 45.7 0.09
61 59.4 0.12
61 75.6 0.14
61 83.3 0.18
61 95.3 0.25
61 105.5 0.19
61 113.8 0.17
61 124 0.13
61 135 0.08
61 148.6 0.05
61 174.5 0.02
61 200.9 0.01
61 24 0.08
61 44.7 0.08
62 24.7 0.08
62 44 0.1
62 74.8 0.11
62 100.6 0.18
62 124.9 0.18
62 149.8 0.04
62 176.2 0.01
61 5 0.08
61 25 0.08
61 45 0.08
61 75 0.13
61 100 0.21
61 125 0.18
61 150 0.05
61 175 0.02
89 4.6 0.08
89 14.3 0.07
89 23.5 0.07
89 33.8 0.07
89 44.7 0.07
89 59.7 0.07
89 74.2 0.09
89 84.3 0.11
89 93.5 0.13
89 103.9 0.15
89 115.1 0.18
89 125.2 0.2
89 134 0.24
89 149.3 0.12
89 174.8 0.05
89 201.2 0.01
89 25.2 0.07
89 45.2 0.08
90 4.8 0.09
90 25.2 0.08
90 45.4 0.09
90 74.6 0.1
90 99.7 0.15
90 125.5 0.22
90 152.7 0.14
90 176.4 0.06
89 5 0.07
89 25 0.07
89 45 0.07
89 75 0.1
89 100 0.14
89 125 0.23
89 150 0.09
89 175 0.05
117 4.9 0.07
117 14.9 0.03
117 25 0.07
117 35.5 0.07
117 44.7 0.08
117 60.7 0.08
117 75 0.11
117 83.9 0.13
117 94.8 0.18
117 104 0.2
117 114.2 0.26
117 124.6 0.21
117 134.7 0.15
117 149.3 0.12
117 174.2 0.07
117 24.9 0.07
117 45.4 0.08
118 5.1 0.07
118 25.5 0.07
118 44.5 0.07
118 74.8 0.13
118 100.2 0.24
118 124.9 0.18
118 175.7 0.07
117 5 0.07
117 25 0.07
117 45 0.07
117 75 0.15
117 100 0.22
117 125 0.13
117 150 0.1
117 175 0.05
145 4.9 0.06
145 15.1 0.06
145 25.1 0.06
145 35 0.07
145 45.3 0.07
145 59.8 0.08
145 74.1 0.11
145 84.9 0.13
145 94.8 0.16
145 104.2 0.16
145 114 0.23
145 124.2 0.25
145 134.3 0.23
145 150.2 0.23
145 175.1 0.12
145 199.4 0.04
145 4.7 0.06
145 24.7 0.06
145 44.9 0.07
145 74.6 0.1
145 99.7 0.14
145 124.1 0.21
145 149.6 0.21
145 176.7 0.07
146 5.2 0.05
146 24.7 0.05
146 45 0.06
146 74.5 0.1
146 99.1 0.16
146 125.1 0.27
146 150.3 0.15
146 175.3 0.06
146 25 0.05
146 45 0.07
173 4.6 0.17
173 14.4 0.3
173 24.7 0.44
173 34.3 0.39
173 44.4 0.43
173 59.7 0.12
173 74.8 0.14
173 84.8 0.15
173 94.4 0.19
173 104.1 0.21
173 115 0.23
173 124.9 0.19
173 134.4 0.22
173 149.8 0.16
173 174.5 0.11
173 202 0.05
173 5 0.23
173 24.6 0.48
173 45.4 0.12
173 75.6 0.15
173 99.7 0.21
173 124.9 0.15
173 149.8 0.09
173 174.5 0.03
174 4.1 0.2
174 24.5 0.1
174 35 0.33
174 74.7 0.16
174 99.7 0.22
174 125.2 0.19
174 150.5 0.11
174 176.5 0.06
173 25 0.33
173 45 0.17
208 4.5 0.17
208 14.4 0.12
208 23.4 0.14
208 34.3 0.15
208 45 0.2
208 59.1 0.28
208 75.1 0.18
208 85.3 0.2
208 94.7 0.19
208 106 0.25
208 114.1 0.2
208 124.4 0.18
208 134 0.15
208 150.1 0.09
208 174.7 0.03
208 199.6 0.02
208 4.6 0.14
208 24.8 0.15
208 44.3 0.19
208 74.2 0.17
208 100 0.22
208 125.5 0.17
208 149.3 0.08
208 173.9 0.04
209 4.8 0.15
209 24.8 0.15
209 45.1 0.19
209 74.9 0.23
209 99.5 0.2
209 123.9 0.13
209 150.7 0.08
209 175.1 0.04
208 25 0.15
208 45 0.19
236 5 0.1
236 15.2 0.1
236 24.9 0.1
236 34.7 0.1
236 44.9 0.1
236 60 0.19
236 73.9 0.19
236 85.1 0.23
236 94.7 0.2
236 105.3 0.19
236 114.8 0.15
236 126 0.09
236 134.9 0.08
236 149 0.05
236 173.9 0.02
236 4.9 0.09
236 25 0.1
236 44.9 0.1
236 74.1 0.21
236 98.8 0.18
236 125.1 0.09
236 149.5 0.05
236 177.1 0.01
237 4.8 0.08
237 23.9 0.08
237 24.1 0.08
237 44.5 0.09
237 99.2 0.23
237 123.9 0.16
237 149.8 0.07
237 174.8 0.03
236 25 0.1
236 45 0.1
292 4.6 0.07
292 4.6 0.07
292 4.7 0.07
292 24.9 0.08
292 24.9 0.04
292 24.9 0.07
292 45 0.08
292 45 0.07
292 45 0.07
292 74.3 0.17
292 74.2 0.17
292 74.1 0.18
292 98.9 0.19
292 98.9 0.18
292 98.9 0.19
292 125.4 0.09
292 125.4 0.08
292 125.3 0.09
292 147.9 0.04
292 176.2 0.02
293 4.6 0.08
293 24.2 0.08
293 44.8 0.09
293 75 0.11
293 100.6 0.21
293 124.7 0.16
293 150.4 0.07
293 175.5 0.03
335 4.8 0.08
335 4.7 0.09
335 4.7 0.09
335 25.2 0.08
335 25.1 0.09
335 25.1 0.09
335 45 0.12
335 45 0.11
335 44.9 0.11
335 74.3 0.3
335 74.2 0.3
335 74.4 0.27
335 98.8 0.21
335 99.2 0.2
335 99.1 0.2
335 123.7 0.12
335 123.8 0.13
335 123.9 0.11
335 149 0.06
335 171.8 0.03
336 4.4 0.08
336 23.9 0.08
336 44.1 0.12
336 59.1 0.16
336 73.7 0.25
336 84.6 0.27
336 99.9 0.17
336 124.4 0.13
336 134.6 0.12
336 148.7 0.06
336 174.5 0.04
355 4.5 0.08
355 24.5 0.08
355 44.6 0.09
355 59.7 0.13
355 74.8 0.15
355 83.6 0.19
355 99.8 0.27
355 114.8 0.25
355 124.7 0.17
355 135.1 0.13
355 149 0.06
355 174.8 0.02
355 5 0.08
355 24.4 0.07
355 24.3 0.08
355 42.9 0.08
355 43.2 0.08
355 43.1 0.08
355 73.4 0.12
355 73.6 0.12
355 73.7 0.14
355 101.4 0.22
355 101 0.21
355 100.4 0.21
355 121 0.2
355 121.1 0.19
355 122.2 0.19
355 150.4 0.08
355 174.5 0.04
17 3.7 0.08
17 3.8 0.07
17 3.7 0.07
17 23.5 0.09
17 23.5 0.08
17 23.4 0.09
17 44 0.09
17 44 0.09
17 44 0.09
17 73.3 0.2
17 73.3 0.19
17 73.5 0.2
17 99.7 0.22
17 99.5 0.2
17 123.9 0.08
17 123.6 0.09
17 123.4 0.08
17 148 0.05
17 174.8 0.03
18 4.4 0.08
18 23.3 0.08
18 42.8 0.1
18 58.5 0.1
18 75.3 0.14
18 84 0.21
18 99.2 0.23
18 113.9 0.18
18 123.5 0.13
18 134 0.09
18 148.6 0.05
18 175.7 0.02
46 4.2 0.11
46 25 0.11
46 43.9 0.11
46 73.8 0.15
46 99.1 0.19
46 123.2 0.08
46 151.3 0.03
46 173.8 0.02
46 4.2 0.11
46 24.6 0.12
46 45.6 0.11
46 60.6 0.11
46 73.4 0.11
46 84.8 0.12
46 99.2 0.19
46 115.8 0.21
46 119.9 0.2
46 135.7 0.08
46 152.6 0.04
46 174.8 0.02
81 3.9 0.03
81 4 0.07
81 3.9 0.08
81 23.8 0.12
81 23.8 0.07
81 23.8 0.1
81 44 0.1
81 44 0.1
81 44 0.1
81 75.8 0.12
81 75.7 0.13
81 75.4 0.13
81 98.9 0.1
81 98.6 0.11
81 98.9 0.1
81 123.8 0.15
81 123.6 0.16
81 123.7 0.16
81 148.4 0.2
81 173.7 0.03
81 4.7 0.07
81 24.6 0.07
81 43.9 0.09
81 59.5 0.12
81 73.9 0.13
81 83.7 0.11
81 99.4 0.14
81 114.4 0.15
81 123.5 0.18
81 133.8 0.25
81 149 0.16
81 174.5 0.08
108 3.9 0.08
108 3.9 0.08
108 3.9 0.08
108 23.7 0.08
108 23.6 0.07
108 23.6 0.08
108 43.3 0.08
108 43.3 0.09
108 43.3 0.08
108 74 0.12
108 73.9 0.11
108 73.8 0.12
108 99.3 0.18
108 98.9 0.17
108 98.7 0.18
108 123.1 0.21
108 123.4 0.21
108 123.4 0.21
108 148.7 0.12
108 173 0.06
109 3.5 0.07
109 23.7 0.07
109 44.1 0.07
109 58.2 0.11
109 82.8 0.11
109 98.3 0.09
109 113.8 0.22
109 122.4 0.23
109 133.2 0.2
109 148.2 0.12
109 173.8 0.05
137 4.9 0.07
137 4.9 0.07
137 4.8 0.09
137 24.6 0.08
137 24.7 0.07
137 24.7 0.06
137 44.6 0.06
137 44.7 0.06
137 44.8 0.06
137 74.5 0.08
137 74.4 0.07
137 74.5 0.08
137 98.9 0.12
137 98.9 0.12
137 98.8 0.12
137 124.1 0.21
137 124.1 0.2
137 124.1 0.21
137 150.3 0.11
137 176.9 0.05
138 5.3 0.07
138 24.9 0.07
138 44.8 0.05
138 59.4 0.04
138 74.7 0.08
138 84.3 0.11
138 99.1 0.13
138 115.1 0.23
138 124.2 0.22
138 134.7 0.15
138 149.5 0.09
138 174.5 0.04
165 4 0.06
165 4 0.06
165 3.9 0.06
165 23.6 0.06
165 23.5 0.06
165 23.5 0.06
165 44.1 0.08
165 44.1 0.08
165 44.1 0.08
165 73.4 0.16
165 73.4 0.15
165 73.4 0.15
165 98.8 0.19
165 99.3 0.19
165 99.4 0.18
165 123.3 0.19
165 122.6 0.19
165 122.7 0.19
165 148.7 0.1
165 173.7 0.05
166 4.1 0.06
166 24.2 0.06
166 44.2 0.07
166 59 0.09
166 74.2 0.09
166 83.6 0.14
166 99 0.18
166 113.5 0.2
166 123.8 0.19
166 133.8 0.14
166 149.2 0.11
166 173.6 0.05
192 4.3 0.05
192 4.3 0.05
192 4.3 0.05
192 23.7 0.07
192 23.7 0.06
192 23.7 0.05
192 44.8 0.1
192 44.9 0.11
192 44.7 0.09
192 73.8 0.19
192 73.8 0.18
192 73.9 0.18
192 100.6 0.22
192 100.3 0.22
192 100.2 0.21
192 124.2 0.11
192 124 0.12
192 123.7 0.13
192 148.7 0.06
192 175.1 0.02
193 4.2 0.05
193 24.2 0.05
193 43.7 0.08
193 59.5 0.11
193 73.7 0.15
193 84.4 0.17
193 99 0.19
193 114 0.22
193 124.7 0.23
193 134.2 0.22
193 149.6 0.17
193 174.5 0.07
220 4.8 0.06
220 24.8 0.08
220 44.5 0.1
220 59.1 0.11
220 74.9 0.14
220 84.9 0.18
220 100 0.22
220 114.3 0.25
220 124.3 0.24
220 134.3 0.18
220 150.1 0.11
220 174.3 0.05
220 4.8 0.07
220 4.7 0.06
220 4.7 0.07
220 24.9 0.07
220 24.9 0.06
220 44.7 0.07
220 44.7 0.07
220 44.8 0.07
220 76.2 0.16
220 76 0.16
220 75.6 0.15
220 98.8 0.24
220 99.1 0.23
220 99.1 0.23
220 124.9 0.08
220 124.9 0.09
220 124.9 0.08
220 149 0.03
220 176.4 0.01
275 4.9 0.08
275 4.8 0.08
275 4.9 0.07
275 25.7 0.08
275 25.8 0.08
275 25.8 0.08
275 45.3 0.08
275 45.2 0.11
275 45.1 0.1
275 74.1 0.19
275 74.1 0.17
275 74.1 0.19
275 100.6 0.2
275 100.9 0.2
275 100.9 0.19
275 124.5 0.17
275 124.6 0.17
275 124.5 0.17
275 149.8 0.06
275 175.3 0.02
276 1.9 0.07
276 5.1 0.08
276 24.8 0.08
276 44.8 0.09
276 60.1 0.11
276 74.1 0.16
276 85.8 0.18
276 100.4 0.22
276 114.9 0.22
276 124.6 0.21
276 133.9 0.17
276 149.8 0.1
276 175 0.04
296 4.8 0.14
296 4.8 0.14
296 4.8 0.18
296 24.4 0.16
296 24.6 0.14
296 24.7 0.14
296 45.3 0.14
296 45.2 0.15
296 45.3 0.17
296 75.2 0.25
296 75.3 0.26
296 75.1 0.24
296 100.3 0.15
296 100.3 0.14
296 100.4 0.14
296 124.6 0.07
296 124.7 0.08
296 124.7 0.08
296 150.4 0.05
296 174.5 0.01
297 4.4 0.14
297 25.2 0.14
297 43.9 0.14
297 60.1 0.16
297 74.7 0.17
297 84.5 0.2
297 100 0.3
297 115.1 0.21
297 124.1 0.16
297 134.3 0.09
297 149.3 0.04
297 176.3 0.03
321 4.2 0.09
321 4.2 0.1
321 4.1 0.09
321 24.4 0.09
321 24.4 0.09
321 24.4 0.09
321 44.1 0.1
321 44.2 0.1
321 44.1 0.1
321 74.5 0.23
321 74.5 0.21
321 74.5 0.22
321 99.4 0.12
321 99.4 0.12
321 99.4 0.11
321 124.1 0.06
321 124.5 0.05
321 124.3 0.05
321 148.5 0.01
321 174 0.01
322 4.3 0.09
322 24.4 0.09
322 44.5 0.1
322 59.6 0.13
322 74.1 0.18
322 84.2 0.22
322 99.9 0.25
322 113.9 0.19
322 124.6 0.11
322 133.3 0.09
322 150 0.04
322 176.6 0.01
349 3.9 0.18
349 24 0.16
349 44.8 0.17
349 61 0.2
349 73.3 0.28
349 87.7 0.21
349 113 0.06
349 124.1 0.04
349 147.8 0.02
349 168.1 0.02
349 175.9 0.01
349 4.2 0.15
349 33.8 0.17
349 43.6 0.18
349 57.8 0.13
349 75.5 0.18
349 84.1 0.18
349 98.1 0.25
349 114.6 0.14
349 123.8 0.08
349 134.4 0.05
349 150.6 0.03
349 174.3 0.01
16 4.3 0.14
16 4.3 0.11
16 4.4 0.1
16 23.5 0.11
16 23.5 0.1
16 23.6 0.1
16 44.4 0.11
16 44.5 0.12
16 44.5 0.1
16 74.5 0.1
16 74.1 0.1
16 99.2 0.21
16 98.9 0.17
16 98.8 0.21
16 124 0.1
16 124.7 0.11
16 124.4 0.09
16 150.3 0.03
16 176.3 0.01
17 3.7 0.08
17 24.4 0.08
17 44.1 0.11
17 59.2 0.12
17 75.2 0.14
17 84.3 0.16
17 98.8 0.12
17 114.9 0.19
17 124.1 0.12
17 134.4 0.15
17 149.9 0.06
17 174.1 0.03
52 4.1 0.08
52 4.1 0.08
52 4 0.07
52 24.5 0.07
52 24.5 0.07
52 24.3 0.06
52 44.7 0.07
52 44.7 0.08
52 44.7 0.06
52 74 0.1
52 74.1 0.12
52 74 0.11
52 100.7 0.22
52 100.8 0.25
52 100.7 0.25
52 127.6 0.08
52 126.4 0.08
52 125.6 0.09
52 148.6 0.04
52 177.9 0.01
53 4.4 0.07
53 24.7 0.07
53 45.1 0.1
53 60.2 0.12
53 74.8 0.14
53 85 0.26
53 99.2 0.36
53 114.9 0.32
53 124.5 0.19
53 134.6 0.09
53 149.8 0.02
53 174.8 0.01
72 4 0.07
72 4.1 0.05
72 4.1 0.06
72 24.2 0.04
72 24.2 0.07
72 44.2 0.08
72 44 0.08
72 74.8 0.1
72 74.6 0.07
72 74.5 0.02
72 97.8 0.19
72 98 0.15
72 98.1 0.17
72 124.2 0.18
72 123.7 0.22
72 123.7 0.22
72 150.5 0.13
72 174.4 0.08
73 4.4 0.06
73 24.1 0.07
73 44.8 0.08
73 74.4 0.21
73 100.4 0.21
73 115 0.14
73 124.5 0.13
73 134.4 0.13
73 149.1 0.1
73 175 0.05
141 4.1 0.05
141 4.1 0.05
141 4.1 0.05
141 24 0.06
141 24 0.07
141 24 0.06
141 43.7 0.07
141 43.5 0.07
141 43.5 0.07
141 73.6 0.11
141 73.6 0.11
141 73.6 0.11
141 99 0.16
141 99 0.15
141 99 0.15
141 124.2 0.24
141 124.2 0.26
141 124.1 0.25
141 149.2 0.17
141 175.8 0.06
142 4.7 0.03
142 24.4 0.05
142 44.6 0.08
142 59.7 0.1
142 74.2 0.13
142 84.6 0.13
142 99 0.34
142 114 0.26
142 124.7 0.17
142 134.6 0.11
142 149.8 0.06
142 176.5 0.02
181 4 0.04
181 24.2 0.06
181 44.3 0.09
181 74.6 0.14
181 100.3 0.26
181 124.2 0.16
181 148.7 0.06
181 174.7 0.02
181 4.5 0.06
181 24.5 0.06
181 43.7 0.07
181 58.3 0.1
181 74.2 0.12
181 84.5 0.13
181 98.4 0.15
181 113.7 0.22
181 124.5 0.26
181 134.7 0.15
181 148.5 0.1
181 174.3 0.03
240 4.3 0.06
240 4.4 0.05
240 4.3 0.06
240 25.1 0.07
240 25.2 0.06
240 25.1 0.06
240 45.2 0.09
240 45.2 0.12
240 45 0.1
240 75.4 0.17
240 75.4 0.22
240 75.7 0.17
240 101.2 0.23
240 100.8 0.21
240 100.7 0.23
240 123.6 0.18
240 123.6 0.19
240 123.9 0.22
240 150.8 0.13
240 175.7 0.04
241 6.2 0.06
241 25.3 0.06
241 44.8 0.06
241 73.3 0.12
241 85.3 0.18
241 99.7 0.27
241 115.3 0.21
241 124.5 0.19
241 135.4 0.18
241 149.8 0.14
241 174.7 0.07
280 4.8 0.1
280 4.6 0.11
280 4.8 0.08
280 24.6 0.09
280 24.9 0.09
280 25 0.09
280 45 0.08
280 44.5 0.12
280 44.4 0.09
280 75.9 0.18
280 75.5 0.18
280 75.4 0.19
280 100.3 0.26
280 100.1 0.25
280 100.1 0.25
280 125.7 0.09
280 125.9 0.09
280 126 0.1
280 150 0.03
280 174.2 0.02
281 5.1 0.08
281 24.9 0.08
281 44.6 0.07
281 59.5 0.09
281 74.6 0.14
281 85.1 0.23
281 100 0.26
281 115 0.2
281 124.7 0.15
281 135.4 0.09
281 150.5 0.05
281 175.5 0.02
308 4.8 0.09
308 4.8 0.09
308 4.7 0.11
308 25.1 0.09
308 25.2 0.1
308 25 0.09
308 45.1 0.08
308 45.2 0.09
308 45.2 0.09
308 75.3 0.16
308 75.5 0.16
308 75.4 0.15
308 99.5 0.24
308 99.7 0.23
308 99.5 0.21
308 126.3 0.11
308 126.2 0.11
308 126.2 0.11
308 149.5 0.04
308 175.3 0.01
309 5.2 0.07
309 25.1 0.08
309 45.4 0.1
309 60.8 0.14
309 75.4 0.2
309 85.3 0.2
309 100.7 0.25
309 115.5 0.13
309 125.1 0.06
309 135.5 0.04
309 150.6 0.02
309 174.6 0.01
329 5.2 0.07
329 5 0.09
329 4.9 0.09
329 25.2 0.09
329 25.2 0.08
329 25.3 0.09
329 44.6 0.1
329 44.5 0.11
329 74.7 0.14
329 74.9 0.13
329 74.9 0.14
329 101.3 0.23
329 101.3 0.22
329 100.7 0.22
329 126.5 0.09
329 126.4 0.1
329 126.4 0.08
329 150.9 0.04
329 175.2 0.01
330 3.7 0.1
330 24 0.11
330 46.4 0.1
330 62.3 0.15
330 74.4 0.22
330 84.2 0.24
330 100 0.23
330 112.6 0.17
330 125.4 0.12
330 134.1 0.09
330 149.9 0.06
330 177.1 0.03
353 3.6 0.07
353 3.5 0.08
353 3.5 0.08
353 25.1 0.09
353 25.1 0.08
353 25 0.08
353 45.6 0.14
353 45.5 0.13
353 45.5 0.14
353 76 0.14
353 75.8 0.15
353 75.7 0.16
353 100 0.2
353 99.4 0.18
353 99.1 0.19
353 125.2 0.08
353 125.2 0.08
353 125.3 0.09
353 151.5 0.03
353 173.2 0.02
354 6.1 0.08
354 25.1 0.1
354 45 0.1
354 59.3 0.15
354 75.5 0.17
354 85 0.21
354 102.2 0.2
354 115.2 0.11
354 125.4 0.09
354 136 0.05
354 151 0.03
354 173.9 0.02
17 4.1 0.13
17 4 0.17
17 4.1 0.13
17 24.4 0.17
17 24.4 0.13
17 24.4 0.15
17 45 0.13
17 45.1 0.14
17 45 0.12
17 75.1 0.15
17 74.5 0.14
17 74.4 0.13
17 100.4 0.14
17 100.1 0.16
17 99.7 0.14
17 125.8 0.13
17 125.5 0.12
17 124.8 0.12
17 150.3 0.05
17 175.2 0.02
18 5.5 0.11
18 24.7 0.14
18 44.1 0.14
18 60.5 0.14
18 75.3 0.15
18 83.8 0.14
18 101.4 0.12
18 114.8 0.16
18 123.1 0.16
18 136.6 0.08
18 151.4 0.06
18 177 0.03
57 4.2 0.07
57 4.3 0.06
57 4.2 0.06
57 23.9 0.06
57 23.9 0.06
57 24 0.06
57 45.3 0.06
57 45.5 0.07
57 45.5 0.07
57 74.3 0.08
57 74.2 0.08
57 74.2 0.09
57 99.2 0.11
57 98.9 0.11
57 99.2 0.12
57 126.9 0.26
57 127 0.2
57 126.6 0.22
57 152.8 0.13
57 172.6 0.04
58 4.5 0.06
58 24 0.06
58 44.1 0.07
58 60.3 0.09
58 100.1 0.18
58 114.4 0.22
58 124.6 0.16
58 134.4 0.14
58 149.3 0.08
58 173.8 0.03
88 9.5 0.07
88 9.6 0.06
88 9.6 0.06
88 24.5 0.07
88 24.6 0.06
88 45.7 0.08
88 45.6 0.1
88 45.2 0.1
88 74.5 0.15
88 74.1 0.14
88 101.7 0.21
88 101.7 0.19
88 101.5 0.2
88 125.2 0.19
88 125.5 0.21
88 125.5 0.17
88 151.7 0.06
88 174.9 0.01
89 4.7 0.07
89 23.7 0.06
89 45.2 0.08
89 60.3 0.08
89 75 0.12
89 97.6 0.18
89 114.3 0.25
89 124.2 0.18
89 136 0.14
89 148.7 0.1
89 177.9 0.02
114 4.2 0.06
114 4.2 0.07
114 4.3 0.05
114 24.2 0.06
114 24.2 0.07
114 23.8 0.06
114 43.9 0.06
114 44.1 0.07
114 44.5 0.06
114 74.3 0.12
114 74.5 0.12
114 74.5 0.1
114 99.4 0.16
114 99.4 0.12
114 99.2 0.17
114 124.5 0.24
114 124.6 0.24
114 177.2 0.07
115 4.6 0.06
115 23.5 0.06
115 44.5 0.06
115 60.4 0.08
115 73.2 0.1
115 84.3 0.12
115 99.2 0.12
115 114.8 0.16
115 123.6 0.21
115 136.7 0.24
115 148.3 0.23
115 173.2 0.07
141 4.9 0.05
141 4.9 0.05
141 5 0.06
141 24.5 0.05
141 24.5 0.06
141 24.4 0.05
141 44.6 0.07
141 44.7 0.07
141 44.6 0.07
141 74.6 0.1
141 74.6 0.09
141 74.4 0.09
141 100.1 0.24
141 100.3 0.25
141 100.3 0.23
141 123.8 0.15
141 123.9 0.14
141 123.9 0.17
141 149.9 0.05
141 175 0.02
142 4.9 0.05
142 24.4 0.06
142 44.3 0.07
142 60.1 0.1
142 74 0.11
142 84.7 0.13
142 98.8 0.16
142 114.4 0.19
142 124 0.22
142 133.8 0.28
142 148.6 0.2
142 175.2 0.04
171 4.7 0.06
171 4.7 0.06
171 4.7 0.05
171 23.4 0.05
171 44.8 0.06
171 44.8 0.06
171 44.6 0.06
171 74.4 0.11
171 74.4 0.12
171 74.4 0.11
171 99.3 0.16
171 99.3 0.16
171 99.2 0.14
171 124.3 0.18
171 124.3 0.19
171 124.3 0.18
171 148.6 0.08
171 176.1 0.02
172 4.4 0.05
172 44.7 0.05
172 58.8 0.07
172 74.7 0.09
172 83.9 0.08
172 99.7 0.16
172 113.9 0.31
172 124.1 0.29
172 133.9 0.17
172 149 0.1
201 4.9 0.06
201 4.9 0.05
201 4.9 0.06
201 24.2 0.05
201 24.2 0.04
201 24.2 0.06
201 45.5 0.06
201 45.5 0.05
201 45.5 0.06
201 75.2 0.11
201 75.1 0.12
201 75.1 0.12
201 99.5 0.2
201 99.7 0.2
201 99.9 0.18
201 125.4 0.2
201 125.4 0.2
201 125.2 0.21
201 149.8 0.13
201 175.4 0.03
202 5.2 0.06
202 24.6 0.06
202 44.8 0.06
202 58.8 0.07
202 74.1 0.13
202 85.6 0.13
202 99.7 0.16
202 113.9 0.21
202 123.9 0.18
202 134.9 0.19
202 150.2 0.16
202 176.4 0.04
233 5.5 0.07
233 5.5 0.06
233 5.5 0.07
233 25.7 0.06
233 25.7 0.07
233 25.5 0.06
233 44.1 0.07
233 44.2 0.07
233 73.9 0.13
233 74 0.12
233 74 0.12
233 101.1 0.21
233 101 0.2
233 100.7 0.19
233 130.9 0.17
233 129.6 0.16
233 128.1 0.17
233 147.8 0.1
233 173.9 0.04
234 5.1 0.05
234 24.2 0.06
234 45.3 0.07
234 58.9 0.08
234 74 0.13
234 84.9 0.17
234 98.8 0.25
234 114.8 0.22
234 124.5 0.18
234 134.7 0.17
234 149.5 0.09
234 174 0.05
288 4.8 0.11
288 4.5 0.1
288 4.5 0.1
288 27.9 0.11
288 27.3 0.12
288 26.9 0.11
288 44.8 0.09
288 44.8 0.09
288 45 0.09
288 75 0.18
288 74.7 0.18
288 74.6 0.19
288 101.3 0.29
288 100.9 0.29
288 100.5 0.27
288 123.2 0.18
288 123.3 0.18
288 123.7 0.18
288 149.1 0.05
288 177.3 0.02
289 4.4 0.11
289 24.2 0.1
289 44.3 0.11
289 58.6 0.11
289 74.7 0.19
289 84.6 0.22
