Cruise,Station,Date,Timing,Longitude,Latitude,Bottm depth [m],Pressure,Depth,Temp,Salinity-CTD,Theta,Sigma_Theta,Salinity-Bottle,DO,Silicate,Silicate1,Nitrate,Nitrate1,Nitrite,Nitrite1,PO4,PO41,NH4,NH41,TA,TA1,pHt (25C),1pHt (25C),DIC [~$m~#mol/kg],1DIC [~$m~#mol/kg],CHLWEL,CHLWEL1,CHLHOL,CHLHOL,SIZECHL,SIZECHL1,SIZECHL2,TDIN
MR12-02,S01_10,07/02/2012,8:32,144.9925,30.033,5875,140,139,17.4333,34.7308,17.4099,25.2106,34.732,218.74,3.04,3.06,3.45,3.41,0.03,0.03,0.282,0.277,-9,-9,2278,-9,7.981,-9,2021.3,-9,0.09,-9,0.07,-9,-9,-9,-9,
MR12-02,S01_10,07/02/2012,8:32,144.9925,30.033,5875,160.1,159,17.3173,34.7164,17.2906,25.2282,34.7171,213.25,3.44,3.51,4.08,4.09,0.02,0.02,0.321,0.319,-9,-9,2276.3,-9,7.97,-9,2026.5,-9,0.02,-9,0.01,-9,-9,-9,-9,
MR12-02,S01_10,07/02/2012,8:32,144.9925,30.033,5875,180.2,178.9,17.2432,34.7124,17.2132,25.2437,34.7123,213.14,3.69,3.74,4.24,4.21,0.02,0.02,0.334,0.335,-9,-9,2276.7,-9,7.967,-9,2027.6,-9,0,-9,0,-9,-9,-9,-9,
MR12-02,S01_10,07/02/2012,8:32,144.9925,30.033,5875,200.7,200,17.1539,34.7171,17.1206,25.2694,34.717,218.27,3.55,3.62,3.89,3.88,0.02,0.02,0.314,0.313,-9,-9,2276.1,-9,7.974,-9,2024.7,-9,0.01,-9,0,-9,-9,-9,-9,
MR12-02,S01_10,07/02/2012,8:32,144.9925,30.033,5875,249.4,247.5,16.8329,34.6881,16.7921,25.3249,34.688,208.26,4.69,4.75,5.33,5.33,0.01,0.01,0.403,0.406,-9,-9,2275.3,-9,7.95,-9,2035.3,-9,-9,-9,-9,-9,-9,-9,-9,
MR12-02,S01_10,07/02/2012,8:32,144.9925,30.033,5875,301.8,299.6,16.0831,34.6433,16.0351,25.4661,34.6428,199.06,7.49,7.64,7.46,7.44,0.01,0.01,0.554,0.556,-9,-9,2275.9,-9,7.919,-9,2052.2,-9,-9,-9,-9,-9,-9,-9,-9,
MR12-02,S01_10,07/02/2012,8:32,144.9925,30.033,5875,352.5,349.8,15.0411,34.57,14.9875,25.6439,34.5704,186.03,11.21,11.31,10.3,10.28,0.01,0.01,0.75,0.754,-9,-9,2274,-9,7.873,-9,2073.2,-9,-9,-9,-9,-9,-9,-9,-9,
MR12-02,S01_10,07/02/2012,8:32,144.9925,30.033,5875,400.5,397.4,13.6378,34.4823,13.5808,25.8747,34.4797,176.36,16.54,16.58,13.47,13.43,0.01,0.01,0.975,0.977,-9,-9,2274.4,-9,7.82,-9,2098,-9,-9,-9,-9,-9,-9,-9,-9,
MR12-02,S01_10,07/02/2012,8:32,144.9925,30.033,5875,452.7,449.1,12.2273,34.3809,12.1673,26.0768,34.3832,178.42,20.15,20.2,15.36,15.31,0.01,0.01,1.117,1.115,-9,-9,2273.3,-9,7.786,-9,2112.2,-9,-9,-9,-9,-9,-9,-9,-9,
MR12-02,S01_10,07/02/2012,8:32,144.9925,30.033,5875,498.8,494.8,10.6488,34.2648,10.5882,26.2767,34.2614,176.43,26.84,26.85,18.28,18.21,0.01,0.01,1.339,1.342,-9,-9,2274.9,-9,7.737,-9,2134,-9,-9,-9,-9,-9,-9,-9,-9,
MR12-02,S01_10,07/02/2012,8:32,144.9925,30.033,5875,554.1,549.6,8.9882,34.1522,8.9275,26.4661,34.153,169.45,35.04,35.08,21.62,21.63,0.01,0.01,1.597,1.599,-9,-9,2276,-9,7.677,-9,2158.8,-9,-9,-9,-9,-9,-9,-9,-9,
MR12-02,S01_10,07/02/2012,8:32,144.9925,30.033,5875,601.1,596.1,7.877,34.1047,7.8159,26.5981,34.1054,155.18,44.6,44.76,25.02,24.92,0.01,0.01,1.855,1.848,-9,-9,2283,-9,7.622,-9,2184.6,-9,-9,-9,-9,-9,-9,-9,-9,
MR12-02,S01_10,07/02/2012,8:32,144.9925,30.033,5875,699.5,693.5,5.7322,34.035,5.6721,26.8309,34.0353,123.75,66.27,66.12,31.78,31.8,0.01,0.01,2.34,2.342,-9,-9,2294.9,-9,7.501,-9,2239.3,-9,-9,-9,-9,-9,-9,-9,-9,
MR12-02,S01_10,07/02/2012,8:32,144.9925,30.033,5875,800.4,793.4,4.7126,34.135,4.6493,27.029,34.1368,77.52,89.59,89.81,37.48,37.44,0.01,0.01,2.738,2.735,-9,-9,2319.3,-9,7.405,-9,2293,-9,-9,-9,-9,-9,-9,-9,-9,
MR12-02,S01_10,07/02/2012,8:32,144.9925,30.033,5875,900.2,892.1,4.104,34.2264,4.0363,27.1671,34.2288,53.93,106.48,106.32,40.22,40.18,0.01,0.01,2.923,2.911,-9,-9,2337.4,-9,7.364,-9,2325.2,-9,-9,-9,-9,-9,-9,-9,-9,
MR12-02,S01_10,07/02/2012,8:32,144.9925,30.033,5875,999.9,1000,3.6702,34.2994,3.5974,27.2694,34.3012,42.19,118.34,118.16,41.72,41.69,0.01,0.01,3.026,3.029,-9,-9,2353.1,-9,7.348,-9,2345.5,-9,-9,-9,-9,-9,-9,-9,-9,
MR12-02,S01_10,07/02/2012,8:32,144.9925,30.033,5875,1250.3,1238,2.9134,34.4279,2.8271,27.444,34.4287,36.38,139.33,139.71,42.96,42.98,0.01,0,3.116,3.115,-9,-9,2378.2,-9,7.347,-9,2372.6,-9,-9,-9,-9,-9,-9,-9,-9,
MR12-02,S01_10,07/02/2012,8:32,144.9925,30.033,5875,1502.4,1486.8,2.4755,34.5022,2.3737,27.5425,34.5031,43.62,150.95,150.77,42.93,42.88,0.01,0,3.095,3.095,-9,-9,2394.6,-9,7.366,-9,2380.2,-9,-9,-9,-9,-9,-9,-9,-9,
MR12-02,S01_10,07/02/2012,8:32,144.9925,30.033,5875,1801.4,1781.5,2.0932,34.5717,1.972,27.6308,34.5726,67,156.02,156.07,41.59,41.63,0.01,0.01,2.992,2.983,-9,-9,2405,-9,7.415,-9,2374.5,-9,-9,-9,-9,-9,-9,-9,-9,
MR12-02,S01_10,07/02/2012,8:32,144.9925,30.033,5875,2003.4,1980.3,1.9402,34.6006,1.8045,27.6669,34.6016,86.66,153.62,153.32,40.29,40.24,0.01,0,2.885,2.886,-9,-9,2408.2,-9,7.455,-9,2362.8,-9,-9,-9,-9,-9,-9,-9,-9,
MR11-05,S01_1,07/24/2011,6:58,145.004,29.999,5969,0,0,26.9,-9,26.9,22.5619,34.748,203.8,1.37,1.37,0.2,0.18,0.02,0.02,0.088,0.091,-9,-9,2279.4,-9,8.071,-9,1969.3,-9,0.06,-9,0.06,-9,-9,-9,-9,
MR11-05,S01_1,07/24/2011,6:58,145.004,29.999,5969,10.1,10,26.7531,34.7393,26.7508,22.6006,34.7419,204.97,1.23,1.26,0.03,0.03,0,0,0.049,0.036,-9,-9,2278.9,-9,8.071,-9,1972.5,-9,0.06,0.06,0.06,0.06,-9,-9,-9,
MR11-05,S01_1,07/24/2011,6:58,145.004,29.999,5969,20.7,20.6,23.149,34.8401,23.1448,23.7706,34.8477,232.38,1.34,1.27,0.03,0.05,0,0,0.056,0.045,-9,-9,2287.2,-9,8.064,-9,1977.3,1979.5,0.08,-9,0.08,-9,-9,-9,-9,
MR11-05,S01_1,07/24/2011,6:58,145.004,29.999,5969,30.4,30.2,21.9776,34.9034,21.9716,24.1524,34.9021,233.89,1.41,1.33,0.03,0.08,0,0,0.051,0.043,-9,-9,2291.6,2291.3,8.061,-9,1984.6,-9,0.1,-9,0.09,-9,-9,-9,-9,
MR11-05,S01_1,07/24/2011,6:58,145.004,29.999,5969,49.9,49.6,20.6955,34.8776,20.6861,24.4856,34.8769,226.91,1.41,1.4,0.04,0.02,0,0,0.038,0.044,-9,-9,2289.6,-9,8.042,8.04,1994.1,-9,0.2,-9,0.17,-9,-9,-9,-9,
MR11-05,S01_1,07/24/2011,6:58,145.004,29.999,5969,75.1,74.6,19.167,34.7938,19.1536,24.8243,34.7856,206.3,2.07,2.08,1.84,1.85,0.14,0.14,0.17,0.169,-9,-9,2283.1,-9,7.991,-9,2015.8,-9,0.47,-9,0.35,-9,-9,-9,-9,
MR11-05,S01_1,07/24/2011,6:58,145.004,29.999,5969,100.6,99.9,18.5509,34.7565,18.5333,24.953,34.7566,204.91,2.51,2.55,2.85,2.88,0.05,0.05,0.237,0.224,-9,-9,2279.6,-9,7.981,-9,2021.8,-9,0.27,0.26,0.18,0.17,-9,-9,-9,
MR11-05,S01_1,07/24/2011,6:58,145.004,29.999,5969,125.2,124.3,18.2452,34.7468,18.2236,25.0229,34.7464,209.57,2.86,2.73,3.08,3.48,0.03,0.03,0.256,0.246,-9,-9,2279.5,2278.4,7.983,-9,2017.7,-9,0.15,-9,0.11,-9,-9,-9,-9,
MR11-05,S01_1,07/24/2011,6:58,145.004,29.999,5969,150.5,149.4,17.9051,34.7211,17.8794,25.088,34.7214,206.18,3.09,3.14,3.74,3.71,0.02,0.02,0.279,0.278,-9,-9,2278.3,-9,7.969,-9,2026.9,-9,0.05,-9,0.05,-9,-9,-9,-9,
MR11-05,S01_1,07/24/2011,6:58,145.004,29.999,5969,175.2,173.9,17.7023,34.7213,17.6726,25.1387,34.7175,209.93,3.17,3.19,3.7,3.71,0.01,0.01,0.275,0.275,-9,-9,2278.3,-9,7.969,-9,2024.3,-9,0,-9,0.01,-9,-9,-9,-9,
MR11-05,S01_1,07/24/2011,6:58,145.004,29.999,5969,200.8,200,17.6269,34.7293,17.593,25.1642,34.7291,216.96,2.96,2.98,3.11,3.13,0.01,0.01,0.249,0.241,-9,-9,2278.6,-9,7.981,-9,2020,2021.8,0.02,-9,0.02,-9,-9,-9,-9,
MR11-05,S01_1,07/24/2011,6:58,145.004,29.999,5969,250.6,248.7,17.3759,34.7164,17.3339,25.2168,34.7166,214.34,3.56,3.51,3.8,3.77,0.01,0.01,0.29,0.294,-9,-9,2277.9,2278.6,7.971,-9,2027.2,-9,-9,-9,-9,-9,-9,-9,-9,
MR11-05,S01_1,07/24/2011,6:58,145.004,29.999,5969,299.7,297.4,16.9598,34.6842,16.9104,25.2931,34.6841,200.14,5.04,5.08,5.8,5.77,0.01,0.01,0.413,0.428,-9,-9,2278.1,-9,7.942,7.942,2041.7,-9,-9,-9,-9,-9,-9,-9,-9,
MR11-05,S01_1,07/24/2011,6:58,145.004,29.999,5969,400.7,397.6,14.6268,34.5471,14.567,25.7167,34.5476,183.36,11.76,11.84,10.95,10.93,0,0,0.766,0.77,-9,-9,2275.1,-9,7.859,-9,2080.8,-9,-9,-9,-9,-9,-9,-9,-9,
MR11-05,S01_1,07/24/2011,6:58,145.004,29.999,5969,500.1,496.1,11.4453,34.3316,11.3817,26.1855,34.3314,175.81,23.16,23.17,16.76,16.76,0,0,1.205,1.203,-9,-9,2275.2,-9,7.761,-9,2122.5,-9,-9,-9,-9,-9,-9,-9,-9,
MR11-05,S01_1,07/24/2011,6:58,145.004,29.999,5969,600.3,595.4,8.3994,34.1192,8.3361,26.5316,34.12,165,38.47,38.65,22.98,22.9,0,0,1.677,1.688,-9,-9,2280.1,-9,7.654,-9,2168.7,-9,-9,-9,-9,-9,-9,-9,-9,
MR11-05,S01_1,07/24/2011,6:58,145.004,29.999,5969,700.6,694.7,6.2012,34.0357,6.1385,26.7731,34.0361,131.61,59.61,59.76,30.08,30.09,0,0,2.204,2.208,-9,-9,2291.2,-9,7.531,-9,2224.2,-9,-9,-9,-9,-9,-9,-9,-9,
MR11-05,S01_1,07/24/2011,6:58,145.004,29.999,5969,799.4,792.4,5.1191,34.0887,5.0535,26.9466,34.0887,93.07,78.83,79.15,35.36,35.26,0,0,2.567,2.567,-9,-9,2308.1,-9,7.438,-9,2271,-9,-9,-9,-9,-9,-9,-9,-9,
MR11-05,S01_1,07/24/2011,6:58,145.004,29.999,5969,901.3,893.2,4.4688,34.1763,4.3985,27.089,34.1762,64.17,95.9,95.77,39.15,38.76,0,0,2.83,2.818,-9,-9,2327,-9,7.385,-9,2309,-9,-9,-9,-9,-9,-9,-9,-9,
MR11-05,S01_1,07/24/2011,6:58,145.004,29.999,5969,1000,1000,3.9316,34.2633,3.8569,27.2147,34.2648,47.7,111.28,111.14,40.81,40.73,0,0,2.963,2.954,-9,-9,2345.1,-9,7.357,-9,2333.6,-9,-9,-9,-9,-9,-9,-9,-9,
MR11-05,S01_1,07/24/2011,6:58,145.004,29.999,5969,1200.8,1189.2,3.196,34.3904,3.111,27.3883,34.3904,38.38,131.15,131.19,42.39,42.34,0,0,3.06,3.055,-9,-9,2369.5,-9,7.348,-9,2359.8,2362,-9,-9,-9,-9,-9,-9,-9,
MR11-05,S01_1,07/24/2011,6:58,145.004,29.999,5969,1400.8,1386.6,2.7588,34.4655,2.662,27.4886,34.4651,40.75,142.65,142.57,42.74,42.62,0,0.01,3.061,3.055,-9,-9,2387.3,2387.5,7.358,-9,2371.9,-9,-9,-9,-9,-9,-9,-9,-9,
MR11-05,S01_1,07/24/2011,6:58,145.004,29.999,5969,1599.8,1582.8,2.4345,34.5245,2.3253,27.5644,34.5254,52.98,149.08,149.25,42.17,42.21,0,0,3.016,3.004,-9,-9,2396.5,-9,7.386,7.384,2375.3,-9,-9,-9,-9,-9,-9,-9,-9,
MR11-05,S01_1,07/24/2011,6:58,145.004,29.999,5969,1799.6,1779.7,2.1667,34.5634,2.0446,27.6183,34.5642,63.53,154.72,154.52,41.64,41.57,0,0.01,2.977,2.974,-9,-9,2404.7,-9,7.407,-9,2375.6,-9,-9,-9,-9,-9,-9,-9,-9,
MR11-05,S01_1,07/24/2011,6:58,145.004,29.999,5969,2001.2,1978.1,1.9996,34.5923,1.8632,27.6558,34.5926,78.67,155.25,155.38,40.75,40.7,0,0,2.905,2.89,-9,-9,2408.9,-9,7.437,-9,2368.3,-9,-9,-9,-9,-9,-9,-9,-9,
MR11-05,S01_1,07/24/2011,6:58,145.004,29.999,5969,2200.4,2174,1.8539,34.6165,1.7028,27.6874,34.6169,94.09,154.03,153.79,39.71,39.71,0,0,2.833,2.826,-9,-9,2412,-9,7.468,-9,2358.7,-9,-9,-9,-9,-9,-9,-9,-9,
MR11-05,S01_1,07/24/2011,6:58,145.004,29.999,5969,2400.2,2370.3,1.7501,34.6343,1.5834,27.7105,34.6343,108.9,151.01,151.14,38.76,38.79,0.01,0,2.739,2.738,-9,-9,2412.3,-9,7.498,-9,2350.5,-9,-9,-9,-9,-9,-9,-9,-9,
MR11-05,S01_1,07/24/2011,6:58,145.004,29.999,5969,2600.3,2566.7,1.6871,34.6445,1.5036,27.7246,34.6444,115.82,151.02,150.72,38.33,38.27,0.01,0.01,2.699,2.709,-9,-9,2414,2413.2,7.511,-9,2345.9,-9,-9,-9,-9,-9,-9,-9,-9,
MR11-05,S01_1,07/24/2011,6:58,145.004,29.999,5969,2800.9,2763.4,1.6296,34.6536,1.4288,27.7373,34.6536,123.3,149.84,150,37.93,37.87,0,0,2.669,2.679,-9,-9,2414.4,-9,7.522,-9,2345.2,-9,-9,-9,-9,-9,-9,-9,-9,
MR11-05,S01_1,07/24/2011,6:58,145.004,29.999,5969,3000.7,2959.2,1.5843,34.6612,1.3657,27.7479,34.6609,129.15,149.21,149.2,37.44,37.44,0,0.01,2.647,2.637,-9,-9,2414.7,-9,7.534,-9,2341.3,-9,-9,-9,-9,-9,-9,-9,-9,
MR11-05,S01_1,07/24/2011,6:58,145.004,29.999,5969,3250.3,3203.5,1.5488,34.6677,1.3067,27.7573,34.6677,135.06,148.4,148.54,37.12,37.13,0,0,2.618,2.61,-9,-9,2414.6,2415.7,7.544,-9,2334.1,-9,-9,-9,-9,-9,-9,-9,-9,
MR11-05,S01_1,07/24/2011,6:58,145.004,29.999,5969,3500.3,3447.9,1.5133,34.6738,1.2469,27.7665,34.6735,140.09,147.95,147.89,36.83,36.79,0,0,2.585,2.594,-9,-9,2415.1,-9,7.554,7.554,2331.6,-9,-9,-9,-9,-9,-9,-9,-9,
MR11-05,S01_1,07/24/2011,6:58,145.004,29.999,5969,4001.2,3936.9,1.4869,34.6817,1.1683,27.7782,34.6811,149.59,145.2,145.18,36.18,36.11,0,0,2.532,2.531,-9,-9,2415.4,-9,7.57,-9,2323,2323.8,-9,-9,-9,-9,-9,-9,-9,
MR11-05,S01_1,07/24/2011,6:58,145.004,29.999,5969,4499.6,4422.3,1.4847,34.6869,1.1103,27.7863,34.6867,155.78,143.98,143.91,35.75,35.69,0,0.01,2.498,2.497,-9,-9,2412.4,-9,7.579,-9,2323.4,-9,-9,-9,-9,-9,-9,-9,-9,
MR11-05,S01_1,07/24/2011,6:58,145.004,29.999,5969,4999.7,4908.3,1.5111,34.69,1.0765,27.7912,34.6899,160.99,141.12,140.99,35.43,35.39,0,0,2.474,2.469,-9,-9,2409.7,-9,7.587,-9,2317.4,-9,-9,-9,-9,-9,-9,-9,-9,
MR11-05,S01_1,07/24/2011,6:58,145.004,29.999,5969,5499.5,5392.9,1.5552,34.6917,1.0567,27.7938,34.6917,164.15,139.17,139.08,35.13,35.11,0,0.01,2.454,2.452,-9,-9,2408,2408,7.591,-9,2312.4,-9,-9,-9,-9,-9,-9,-9,-9,
MR11-05,S01_1,07/24/2011,6:58,145.004,29.999,5969,6067.9,5942.9,1.6196,34.6927,1.0439,27.7955,34.693,166.9,136.99,136.85,34.92,34.84,0,0,2.444,2.438,-9,-9,2405,-9,7.594,-9,2306.7,-9,-9,-9,-9,-9,-9,-9,-9,
MR11-05,S01_2,07/24/2011,17:40,144.999,30.004,5965,0,0,26.9,-9,26.9,22.586,34.78,201.71,1.41,1.47,0.19,0.22,0.02,0.02,0.098,0.095,0.04,0.03,2280.5,-9,8.072,-9,1972.2,-9,0.06,-9,0.06,-9,0.01,0,0.01,0.257769061
MR11-05,S01_2,07/24/2011,17:40,144.999,30.004,5965,6.5,6.5,26.9541,34.7671,26.9526,22.5574,34.7659,202.7,1.42,1.39,0.05,0.04,0.01,0.01,0.036,0.039,0.03,0.02,2281,-9,8.072,-9,1969.7,-9,0.06,0.06,0.06,0.06,-9,-9,-9,0.092833523
MR11-05,S01_2,07/24/2011,17:40,144.999,30.004,5965,19.8,19.7,26.6584,34.7756,26.6539,22.6587,34.7768,205,1.46,1.38,0.06,0.02,0.01,0.01,0.045,0.038,0.01,0.02,2280.3,-9,8.072,-9,1970.9,1973.8,0.07,-9,0.06,-9,0.01,0.01,0.02,0.082493493
MR11-05,S01_2,07/24/2011,17:40,144.999,30.004,5965,24.9,24.7,23.0843,34.8717,23.0792,23.8134,34.8688,230.61,1.45,1.39,0.02,0.02,0.01,0.01,0.045,0.056,0.01,0.02,2287.8,2287.3,8.07,-9,1979.5,-9,0.1,-9,0.09,-9,-9,-9,-9,0.041140736
MR11-05,S01_2,07/24/2011,17:40,144.999,30.004,5965,41.7,41.4,21.7839,34.8841,21.7757,24.1924,34.8832,232.36,1.39,1.48,0.02,0.06,0.01,0.01,0.042,0.048,0.01,0.01,2290.8,-9,8.063,8.062,1982.5,-9,0.12,-9,0.11,-9,0.02,0.01,0.02,0.041124194
MR11-05,S01_2,07/24/2011,17:40,144.999,30.004,5965,48,47.7,21.3894,34.8807,21.3801,24.2991,34.8812,231.57,1.44,1.51,0.03,0.05,0.02,0.01,0.056,0.046,0.05,0.02,2289,-9,8.058,-9,1983.9,-9,0.13,-9,0.12,-9,-9,-9,-9,0.102816226
MR11-05,S01_2,07/24/2011,17:40,144.999,30.004,5965,59.8,59.4,20.4184,34.845,20.4072,24.5355,34.846,227.09,1.53,1.52,0.04,0.02,0.01,0.01,0.04,0.047,0.04,0.02,2287.4,-9,8.043,-9,1992.9,-9,0.22,-9,0.19,-9,-9,-9,-9,0.092625651
MR11-05,S01_2,07/24/2011,17:40,144.999,30.004,5965,70.6,70.1,19.5921,34.7909,19.5793,24.7123,34.7917,231.68,1.73,1.71,0.04,0.01,0.02,0.01,0.054,0.06,0.04,0.01,2284.5,-9,8.039,-9,1993,-9,0.26,0.26,0.21,0.21,-9,-9,-9,0.103073848
MR11-05,S01_2,07/24/2011,17:40,144.999,30.004,5965,78.5,78,19.2844,34.7764,19.2703,24.7811,34.7778,227.38,1.73,1.79,0.02,0.05,0.02,0.02,0.081,0.072,0.01,0.01,2284.4,-9,8.031,-9,1994.3,-9,0.37,-9,0.27,-9,-9,-9,-9,0.051556989
MR11-05,S01_2,07/24/2011,17:40,144.999,30.004,5965,86.1,85.5,19.1156,34.7823,19.1002,24.8291,34.7825,220.49,1.72,1.76,0.25,0.26,0.1,0.1,0.099,0.099,0.04,0.03,2283.2,-9,8.019,-9,2003.8,-9,0.62,-9,0.48,-9,0.04,0.06,0.21,0.402091581
MR11-05,S01_2,07/24/2011,17:40,144.999,30.004,5965,95.1,94.4,18.9045,34.7767,18.8877,24.879,34.7775,215.25,2.08,2.09,1.44,1.42,0.23,0.23,0.155,0.152,0.02,0.02,2282.7,-9,8.009,-9,2005.8,2004.5,0.48,-9,0.34,-9,-9,-9,-9,1.742640869
MR11-05,S01_2,07/24/2011,17:40,144.999,30.004,5965,106.4,105.6,18.7031,34.7684,18.6844,24.9241,34.7692,212.84,2.47,2.33,2.24,2.23,0.12,0.12,0.196,0.195,0.01,0.02,2280.9,2280.8,8.002,-9,2008.4,-9,0.37,-9,0.26,-9,0.05,0.02,0.1,2.444390089
MR11-05,S01_2,07/24/2011,17:40,144.999,30.004,5965,125.8,124.9,18.328,34.7534,18.3062,25.0074,34.7536,212.34,2.78,2.84,2.86,2.91,0.05,0.05,0.237,0.235,0.03,0.01,2280,-9,7.993,7.993,2010.4,-9,0.25,-9,0.18,-9,0.04,0.02,0.07,3.03360726
MR11-05,S01_2,07/24/2011,17:40,144.999,30.004,5965,140.9,139.9,18.1697,34.7478,18.1454,25.043,34.7493,212.11,2.87,2.91,3.01,3.02,0.03,0.04,0.239,0.258,0.01,0.03,2279.9,-9,7.988,-9,2015,-9,0.09,-9,0.08,-9,0.01,0.01,0.04,3.147488931
MR11-05,S01_2,07/24/2011,17:40,144.999,30.004,5965,176.6,175.3,17.8293,34.735,17.7993,25.1183,34.7355,214.86,3.17,3.02,3.2,3.15,0.02,0.03,0.25,0.246,0.01,0.02,2279.2,-9,7.985,-9,2018.8,2014.3,0.02,-9,0.02,-9,-9,-9,-9,3.334532377
MR11-05,S01_2,07/24/2011,17:40,144.999,30.004,5965,202.3,200,17.6417,34.7299,17.6075,25.1611,34.7304,217.09,3.25,3.15,3.2,3.21,0.03,0.03,0.262,0.263,0,0.03,2279.2,-9,7.985,-9,2019.7,-9,0,-9,0.01,-9,-9,-9,-9,3.335009376
MR11-05,S01_2,07/24/2011,17:40,144.999,30.004,5965,226.7,225,17.4983,34.7246,17.4602,25.1927,34.7252,217.28,3.37,3.39,3.43,3.48,0.02,0.02,0.275,0.276,0,0,2279.3,-9,7.98,-9,2029.9,-9,-9,-9,-9,-9,-9,-9,-9,3.56268135
MR11-05,S01_2,07/24/2011,17:40,144.999,30.004,5965,252.7,250.8,17.3418,34.7167,17.2995,25.2253,34.7166,217.48,3.62,3.66,3.69,3.71,0.02,0.02,0.298,0.294,0.02,0.03,2277.3,-9,7.976,-9,2030,-9,-9,-9,-9,-9,-9,-9,-9,3.852756012
MR11-05,S01_2,07/24/2011,17:40,144.999,30.004,5965,302.3,300,16.6553,34.6639,16.6061,25.349,34.6691,195.26,6.07,6,6.83,6.77,0.02,0.02,0.482,0.48,0.01,0.02,2276.9,-9,7.928,-9,2046.5,-9,-9,-9,-9,-9,-9,-9,-9,7.095223029
MR11-05,S01_7,07/27/2011,17:38,144.996,30.003,5969,0,0,27.1,-9,27.1,22.4544,34.69,203.44,1.46,1.41,0.07,0.07,0.01,0.01,0.069,0.071,0.03,0.09,2275.5,-9,8.064,-9,1969.8,-9,0.07,-9,0.07,-9,0.01,0.01,0.01,0.113705022
MR11-05,S01_7,07/27/2011,17:38,144.996,30.003,5969,6.2,6.2,26.8726,34.6386,26.8712,22.4866,34.6328,204.98,1.31,1.38,0.02,0.09,0.01,0.01,0.051,0.062,0.03,0.03,2272,-9,8.062,-9,1962.4,-9,0.06,0.06,0.06,0.06,-9,-9,-9,0.06212071
MR11-05,S01_7,07/27/2011,17:38,144.996,30.003,5969,15.4,15.3,26.1919,34.5915,26.1885,22.6664,34.59,206.3,1.45,1.38,0.01,0.01,0.01,0.01,0.043,0.035,0.03,0.04,2269.7,-9,8.06,-9,1961.3,1964,0.07,-9,0.07,-9,0.01,0.01,0.01,0.051829661
MR11-05,S01_7,07/27/2011,17:38,144.996,30.003,5969,20.8,20.7,25.9351,34.6296,25.9305,22.7755,34.6339,207.16,1.5,1.46,0,0.01,0.01,0.01,0.046,0.042,0.04,0.02,2272.8,2272.2,8.06,-9,1967.1,-9,0.07,-9,0.07,-9,-9,-9,-9,0.051765657
MR11-05,S01_7,07/27/2011,17:38,144.996,30.003,5969,36.8,36.5,21.7317,34.6505,21.7245,24.029,34.6512,234.11,1.65,1.65,0.03,0.02,0.01,0.01,0.047,0.04,0.03,0.02,2273.6,-9,8.045,8.045,1974,-9,0.12,-9,0.12,-9,0.01,0.02,0.03,0.07243667
MR11-05,S01_7,07/27/2011,17:38,144.996,30.003,5969,44.9,44.6,21.1418,34.6684,21.1332,24.2053,34.6682,235.81,1.68,1.72,0.04,0.02,0.01,0.01,0.045,0.043,0.03,0.03,2275,-9,8.04,-9,1975.9,-9,0.14,-9,0.13,-9,-9,-9,-9,0.082745218
MR11-05,S01_7,07/27/2011,17:38,144.996,30.003,5969,56.4,56,20.4366,34.7119,20.4261,24.4291,34.7044,235.23,1.79,1.83,0.01,0.02,0.01,0.01,0.045,0.045,0.03,0.04,2276.8,-9,8.038,-9,1984,-9,0.16,-9,0.15,-9,-9,-9,-9,0.051663209
MR11-05,S01_7,07/27/2011,17:38,144.996,30.003,5969,66.2,65.7,19.9389,34.7207,19.9268,24.568,34.7195,233.19,2.03,1.96,0.01,0.02,0.01,0.01,0.057,0.062,0.04,0.03,2279.3,-9,8.035,-9,1983.4,-9,0.22,0.22,0.18,0.19,-9,-9,-9,0.061969585
MR11-05,S01_7,07/27/2011,17:38,144.996,30.003,5969,71,70.5,19.7222,34.7194,19.7093,24.6239,34.7231,229.56,2.04,2.08,0.08,0.08,0.03,0.03,0.07,0.068,0.02,0.03,2280.3,-9,8.028,-9,1991.6,-9,0.44,-9,0.35,-9,-9,-9,-9,0.134253873
MR11-05,S01_7,07/27/2011,17:38,144.996,30.003,5969,81.3,80.7,19.4069,34.7384,19.3923,24.7206,34.7398,226.71,2.19,2.2,0.34,0.31,0.05,0.06,0.091,0.086,0.03,0.07,2281.5,-9,8.025,-9,1990.7,-9,0.55,-9,0.44,-9,0.06,0.05,0.15,0.433540164
MR11-05,S01_7,07/27/2011,17:38,144.996,30.003,5969,86.1,85.5,19.2581,34.7456,19.2427,24.7647,34.7448,226.08,2.15,2.18,0.44,0.46,0.07,0.07,0.115,0.105,0.03,0.06,2281.4,-9,8.022,-9,1997.5,1997,0.52,-9,0.42,-9,-9,-9,-9,0.557330642
MR11-05,S01_7,07/27/2011,17:38,144.996,30.003,5969,101.5,100.8,18.9247,34.7527,18.9067,24.8559,34.7539,220.4,2.25,2.29,1.02,1.04,0.18,0.18,0.14,0.147,0.04,0.02,2281.6,2281.6,8.01,-9,2003.2,-9,0.39,-9,0.3,-9,0.05,0.03,0.14,1.279469854
