Cruise,Station,Date,Timing,Longitude,Latitude,Bottm depth [m],Pressure,Depth,Temp,Salinity-CTD,Theta,Sigma_Theta,Salinity-Bottle,DO,Silicate,Silicate1,Nitrate,Nitrate1,Nitrite,Nitrite1,PO4,PO41,NH4,NH41,TA,TA1,pHt (25C),1pHt (25C),DIC [~$m~#mol/kg],1DIC [~$m~#mol/kg],CHLWEL,CHLWEL1,CHLHOL,CHLHOL,SIZECHL,SIZECHL1,SIZECHL2,TDIN
MR10-06,S01_02,11/06/2010,22:00,145.001,30.003,5981,3999.1,3934.8,1.4723,34.6832,1.1542,27.7804,34.683,150.71,145.175,145.335,36.079,36.15,0.001,-0.004,2.547,2.537,-9,-9,2412.2,-9,7.573,-9,2320.4,2320.1,-9,-9,-9,-9,-9,-9,-9,
MR10-06,S01_02,11/06/2010,22:00,145.001,30.003,5981,4501.9,4424.5,1.476,34.688,1.1015,27.7878,34.688,156.99,143.27,143.575,35.683,35.679,0,-0.002,2.492,2.501,-9,-9,2411.6,-9,7.582,-9,2314.5,-9,-9,-9,-9,-9,-9,-9,-9,
MR10-06,S01_02,11/06/2010,22:00,145.001,30.003,5981,5002.2,4910.7,1.5027,34.6913,1.0681,27.7927,34.691,161.9,140.58,140.784,35.383,35.307,0.001,0.001,2.472,2.465,-9,-9,2409.1,-9,7.589,-9,2312.2,-9,-9,-9,-9,-9,-9,-9,-9,
MR10-06,S01_02,11/06/2010,22:00,145.001,30.003,5981,5499.3,5392.7,1.5513,34.6926,1.0529,27.7948,34.6928,164.64,138.306,138.71,35.08,35.116,0,0,2.449,2.443,-9,-9,2407.4,-9,7.592,-9,2309,-9,-9,-9,-9,-9,-9,-9,-9,
MR10-06,S01_02,11/06/2010,22:00,145.001,30.003,5981,6073.6,5948.4,1.6231,34.6929,1.0465,27.7955,34.6933,166.16,137.015,137.366,35.03,35.053,0,0.008,2.449,2.431,-9,-9,2406.8,-9,7.594,-9,2306.6,-9,-9,-9,-9,-9,-9,-9,-9,
MR10-06,S01_04,11/07/2010,17:57,144.997,30.003,5969,0,0,25.2,-9,25.2,23.0238,34.6581,208.76,1.597,1.561,0.091,0.113,0.009,0.017,0.299,0.308,0.026,0.052,2275.6,-9,8.079,-9,1959.4,-9,0.11,-9,0.1,-9,0.01,0.01,0.03,0.130360717
MR10-06,S01_04,11/07/2010,17:57,144.997,30.003,5969,9.7,9.6,25.2833,34.6483,25.2812,22.9898,34.6477,207.98,1.507,1.567,0.027,0.105,0.008,0.012,0.031,0.037,0.015,0.034,2275.3,-9,8.081,-9,1961.1,-9,0.11,-9,0.1,-9,-9,-9,-9,0.05174557
MR10-06,S01_04,11/07/2010,17:57,144.997,30.003,5969,19.8,19.7,25.2975,34.6502,25.2931,22.9876,34.65,208.57,1.505,1.54,0.013,0.043,0.004,0.013,0.034,0.038,0.017,0.026,2275.9,-9,8.081,-9,1961.3,1962,0.11,0.1,0.1,0.09,-9,-9,-9,0.035184712
MR10-06,S01_04,11/07/2010,17:57,144.997,30.003,5969,30,29.8,25.302,34.652,25.2954,22.9883,34.6529,208.67,1.543,1.522,0.018,0.024,0.01,0.008,0.036,0.043,0.004,0.025,2275.6,2275,8.081,-9,1962.6,-9,0.11,-9,0.1,-9,-9,-9,-9,0.033112324
MR10-06,S01_04,11/07/2010,17:57,144.997,30.003,5969,40.2,39.9,25.3098,34.653,25.301,22.9873,34.6538,208.66,1.53,1.546,0.05,0.034,0.008,0.006,0.028,0.039,0.011,0.017,2275.9,-9,8.081,8.081,1962.8,-9,0.1,-9,0.09,-9,-9,-9,-9,0.071396641
MR10-06,S01_04,11/07/2010,17:57,144.997,30.003,5969,50.8,50.4,25.2573,34.6547,25.2462,23.0053,34.655,209.17,1.528,1.512,0.026,0.043,0.008,0.006,0.027,0.041,0.017,0.024,2275.2,-9,8.081,-9,1961.8,-9,0.11,-9,0.1,-9,-9,-9,-9,0.05276965
MR10-06,S01_04,11/07/2010,17:57,144.997,30.003,5969,65.5,65,21.2238,34.724,21.2112,24.2263,34.7226,239.07,1.749,1.79,0.032,0.058,0.007,0.006,0.033,0.044,0.011,0.049,2280.5,-9,8.054,-9,1981.4,-9,0.21,0.21,0.18,0.18,-9,-9,-9,0.051636829
MR10-06,S01_04,11/07/2010,17:57,144.997,30.003,5969,76.2,75.7,19.9953,34.722,19.9812,24.5546,34.7239,232.25,2.067,2.027,0.044,0.028,0.009,0.003,0.044,0.047,0.032,0.024,2280.3,-9,8.036,-9,1992.4,-9,0.29,-9,0.21,-9,-9,-9,-9,0.087779408
MR10-06,S01_04,11/07/2010,17:57,144.997,30.003,5969,91.6,91,19.3318,34.7122,19.3153,24.7204,34.7124,223.5,2.206,2.206,0.098,0.114,0.072,0.074,0.077,0.089,0.04,0.046,2281.7,-9,8.019,-9,2001.6,-9,0.36,-9,0.24,-9,0.01,0.01,0.1,0.216936763
MR10-06,S01_04,11/07/2010,17:57,144.997,30.003,5969,96.2,95.5,19.1056,34.7091,19.0884,24.7763,34.7098,219.74,2.339,2.33,0.304,0.296,0.12,0.125,0.105,0.094,0.015,0.038,2280.1,-9,8.011,-9,2005.4,-9,0.33,-9,0.21,-9,-9,-9,-9,0.453534231
MR10-06,S01_04,11/07/2010,17:57,144.997,30.003,5969,106.6,105.8,18.8487,34.707,18.8298,24.8405,34.7067,215.05,2.396,2.395,0.74,0.785,0.082,0.083,0.11,0.118,0.029,0.047,2279.2,-9,8.002,-9,2010.2,2010,0.25,-9,0.15,-9,-9,-9,-9,0.879251055
MR10-06,S01_04,11/07/2010,17:57,144.997,30.003,5969,106.7,105.9,18.8467,34.7074,18.8278,24.8413,34.7068,214.97,2.415,2.343,0.734,0.789,0.086,0.084,0.125,0.134,0.032,0.046,2279.1,2278.8,8.002,-9,2010.8,-9,0.25,-9,0.15,-9,-9,-9,-9,0.880281782
MR10-06,S01_04,11/07/2010,17:57,144.997,30.003,5969,126.2,125.3,18.4665,34.6958,18.4445,24.9288,34.6957,211.92,2.66,2.728,1.838,1.832,0.027,0.027,0.181,0.18,0.024,0.035,2277.4,-9,7.99,7.992,2015.1,-9,0.14,-9,0.09,-9,0.01,0,0.06,1.952312826
MR10-06,S01_04,11/07/2010,17:57,144.997,30.003,5969,151.5,150.4,18.0871,34.6975,18.061,25.0253,34.6972,207.4,3.295,3.34,3.608,3.616,0.009,0.012,0.269,0.272,0.013,0.03,2278.4,-9,7.98,-9,2021.7,-9,0,-9,0.01,-9,0,0,0,3.751507197
MR10-06,S01_04,11/07/2010,17:57,144.997,30.003,5969,176.7,175.4,17.812,34.6891,17.7819,25.0874,34.689,209.41,3.381,3.446,3.832,3.799,0.014,0.019,0.281,0.293,0.011,0.032,2276.7,-9,7.977,-9,2023.1,-9,0,-9,0.01,-9,-9,-9,-9,3.987023503
MR10-06,S01_04,11/07/2010,17:57,144.997,30.003,5969,202.5,200,17.6025,34.6834,17.5683,25.135,34.6837,214.03,3.614,3.543,3.822,3.797,0.016,0.012,0.295,0.281,0.01,0.025,2276.6,-9,7.979,-9,2021.3,-9,-0.01,-9,0,-9,-9,-9,-9,3.97831224
MR10-06,S01_04,11/07/2010,17:57,144.997,30.003,5969,227.7,226,17.45,34.6829,17.4118,25.1724,34.6826,212.6,3.906,3.918,4.209,4.21,0.014,0.012,0.308,0.312,0.013,0.031,2276.6,-9,7.972,-9,2024.7,-9,-9,-9,-9,-9,-9,-9,-9,4.379587145
MR10-06,S01_04,11/07/2010,17:57,144.997,30.003,5969,252.5,250.6,17.2737,34.6864,17.2316,25.2183,34.6858,205.95,4.707,4.654,5.117,5.148,0.014,0.006,0.359,0.362,0.02,0.02,2277.7,-9,7.96,-9,2032.7,-9,-9,-9,-9,-9,-9,-9,-9,5.325124145
MR10-06,S01_04,11/07/2010,17:57,144.997,30.003,5969,304,301.7,16.5907,34.6712,16.5413,25.3698,34.6702,192.43,6.771,6.83,7.244,7.292,0.012,0.007,0.502,0.507,0.014,0.019,2278.3,-9,7.926,-9,2050.4,-9,-9,-9,-9,-9,-9,-9,-9,7.519049137
MR10-06,S01_10,11/09/2010,18:07,145.002,30.001,5965,0,0,25,-9,25,23.087,34.6612,208.92,1.441,1.521,0.062,0.038,0.001,0.004,0.053,0.057,0.002,0.026,2275.3,-9,8.081,-9,1961.6,-9,0.11,-9,0.1,-9,0.01,0,0.02,0.067243717
MR10-06,S01_10,11/09/2010,18:07,145.002,30.001,5965,5.7,5.7,25.1778,34.646,25.1766,23.02,34.646,208.91,1.382,1.55,0.058,0.032,0.002,0,0.051,0.042,0,0.011,2273.6,-9,8.082,-9,1961.9,-9,0.11,-9,0.1,-9,-9,-9,-9,0.062097653
MR10-06,S01_10,11/09/2010,18:07,145.002,30.001,5965,10.1,10,25.1641,34.6456,25.1619,23.0241,34.646,209.47,1.446,1.474,0.043,0.016,0.002,-0.001,0.043,0.049,0.003,0.006,2274.8,-9,8.082,-9,1962,1961.4,0.1,0.1,0.09,0.09,-9,-9,-9,0.049678122
MR10-06,S01_10,11/09/2010,18:07,145.002,30.001,5965,19.7,19.6,25.1633,34.6452,25.159,23.0247,34.6458,209.47,1.516,1.452,0.039,0.024,0.001,0.001,0.038,0.038,0.006,0.01,2274.6,2274.3,8.081,-9,1961.5,-9,0.1,-9,0.09,-9,-9,-9,-9,0.047608468
MR10-06,S01_10,11/09/2010,18:07,145.002,30.001,5965,34.7,34.5,25.1668,34.6448,25.1592,23.0244,34.6458,209.36,1.437,1.513,0.04,0.041,0,0.003,0.039,0.04,0.002,0.005,2274.4,-9,8.081,8.081,1961.1,-9,0.1,-9,0.09,-9,-9,-9,-9,0.043468601
MR10-06,S01_10,11/09/2010,18:07,145.002,30.001,5965,40.5,40.2,25.1617,34.6445,25.1529,23.0261,34.6481,209.42,1.473,1.508,0.048,0.02,0.001,0.001,0.046,0.04,0,0.003,2274,-9,8.081,-9,1961.1,-9,0.11,-9,0.1,-9,-9,-9,-9,0.050710089
MR10-06,S01_10,11/09/2010,18:07,145.002,30.001,5965,54.8,54.4,22.964,34.7069,22.9528,23.7249,34.7079,237.46,1.544,1.623,0.035,0.026,0.002,0.004,0.044,0.041,0.003,0.005,2279.3,-9,8.071,-9,1970.8,-9,0.22,0.21,0.19,0.18,-9,-9,-9,0.041326507
MR10-06,S01_10,11/09/2010,18:07,145.002,30.001,5965,65.8,65.3,21.4811,34.7358,21.4683,24.1647,34.737,241.1,1.744,1.707,0.038,0.016,0.006,0.004,0.042,0.033,0.006,0.006,2281.2,-9,8.061,-9,1979.1,-9,0.22,-9,0.19,-9,-9,-9,-9,0.051615977
MR10-06,S01_10,11/09/2010,18:07,145.002,30.001,5965,70.5,70,21.1249,34.7393,21.1114,24.2651,34.7417,239.56,1.821,1.675,0.022,0.044,0.001,0.005,0.039,0.036,0.003,0.008,2281.8,-9,8.057,-9,1981.4,-9,0.27,-9,0.22,-9,0,0.01,0.06,0.026836771
MR10-06,S01_10,11/09/2010,18:07,145.002,30.001,5965,80.4,79.8,20.4228,34.7508,20.4078,24.4636,34.7504,234.18,1.817,1.911,0.038,0.032,0.001,0.001,0.048,0.055,0.003,0.006,2283.8,-9,8.045,-9,1989.5,-9,0.3,-9,0.23,-9,-9,-9,-9,0.043341134
MR10-06,S01_10,11/09/2010,18:07,145.002,30.001,5965,95.6,94.9,19.6555,34.7292,19.6381,24.6499,34.7347,227.47,2.001,1.899,0.043,0.019,0,0.006,0.047,0.052,0.014,0.011,2280.7,-9,8.03,-9,1997,1997.3,0.3,-9,0.21,-9,-9,-9,-9,0.058846009
MR10-06,S01_10,11/09/2010,18:07,145.002,30.001,5965,110.9,110.1,19.0854,34.7189,19.0656,24.7896,34.7191,217.88,2.372,2.21,0.401,0.412,0.093,0.101,0.096,0.098,0.002,0.008,2280.8,2280.9,8.009,-9,2007.4,-9,0.3,-9,0.21,-9,-9,-9,-9,0.51228765
MR10-06,S01_10,11/09/2010,18:07,145.002,30.001,5965,126.3,125.4,18.6006,34.6978,18.5785,24.8968,34.6982,212.97,2.562,2.558,1.206,1.205,0.027,0.035,0.155,0.154,0.003,0.006,2279.7,-9,7.996,7.996,2013.9,-9,0.19,-9,0.13,-9,0.01,0.01,0.09,1.277336836
MR10-06,S01_10,11/09/2010,18:07,145.002,30.001,5965,150.9,149.8,18.1302,34.6923,18.1042,25.0107,34.6924,208.07,3.113,3.246,3.283,3.268,0.011,0.018,0.259,0.261,0.011,0.004,2278.8,-9,7.982,-9,2020.2,-9,0.06,-9,0.04,-9,0,0,0.03,3.416088829
MR10-06,S01_10,11/09/2010,18:07,145.002,30.001,5965,175.7,174.4,17.817,34.6988,17.7871,25.0935,34.6984,203.62,3.924,3.968,4.462,4.44,0.007,0.01,0.328,0.324,0.005,0.005,2278.6,-9,7.968,-9,2027.8,-9,0,-9,0.01,-9,-9,-9,-9,4.623602681
MR10-06,S01_10,11/09/2010,18:07,145.002,30.001,5965,201.2,200,17.5816,34.6904,17.5477,25.1453,34.6918,205.26,4.263,4.126,4.667,4.687,0.005,0.013,0.348,0.337,0.006,0.006,2277.5,-9,7.967,-9,2028.5,-9,-0.01,-9,0,-9,-9,-9,-9,4.835320057
MR10-06,S01_10,11/09/2010,18:07,145.002,30.001,5965,227.3,225.6,17.3418,34.6924,17.3038,25.2057,34.6912,192.83,5.862,5.892,6.307,6.3,0.007,0.011,0.452,0.442,0.005,0.008,2279.6,-9,7.941,-9,2043,-9,-9,-9,-9,-9,-9,-9,-9,6.531616555
MR10-06,S01_10,11/09/2010,18:07,145.002,30.001,5965,251.5,249.6,17.0208,34.6879,16.9793,25.2796,34.6851,195.66,5.916,6.031,6.58,6.58,0.004,0.01,0.469,0.472,0.012,0.005,2279.2,-9,7.938,-9,2044.7,-9,-9,-9,-9,-9,-9,-9,-9,6.819104916
MR10-06,S01_10,11/09/2010,18:07,145.002,30.001,5965,302.7,300.4,16.3815,34.6611,16.3328,25.4104,34.6613,188.57,7.524,7.605,8.004,7.979,0.004,0.012,0.573,0.563,0.009,0.006,2278.8,-9,7.915,-9,2055.9,-9,-9,-9,-9,-9,-9,-9,-9,8.293713291
MR10-01,S01_02,01/31/2010,0:42,144.968,29.936,5922,0,0,19.8,-9,19.8,24.6168,34.7396,226.25,1.4,1.51,0.03,0.05,0.03,0.04,0.039,0.048,-9,-9,2282.4,-9,8.047,-9,1983,-9,0.37,-9,0.33,-9,,,,
MR10-01,S01_02,01/31/2010,0:42,144.968,29.936,5922,9.7,9.6,20.0253,34.7297,20.0235,24.5494,34.7287,225.07,1.39,1.54,0.03,0.06,0.03,0.03,0.035,0.044,-9,-9,2279.3,-9,8.051,-9,1983.4,-9,0.36,0.38,0.34,0.33,,,,
MR10-01,S01_02,01/31/2010,0:42,144.968,29.936,5922,20.2,20.1,19.9422,34.7272,19.9385,24.5698,34.7262,225.19,1.42,1.41,0.02,0.01,0.03,0.02,0.03,0.044,-9,-9,2280.3,-9,8.049,-9,1982.6,1982.1,0.4,-9,0.35,-9,,,,
MR10-01,S01_02,01/31/2010,0:42,144.968,29.936,5922,30,29.8,19.8912,34.725,19.8857,24.582,34.7244,225.71,1.44,1.44,0.04,0.03,0.02,0.03,0.035,0.044,-9,-9,2279.1,2280.3,8.053,-9,1983.1,-9,0.44,-9,0.38,-9,,,,
MR10-01,S01_02,01/31/2010,0:42,144.968,29.936,5922,50.3,50,19.5133,34.6923,19.5042,24.6565,34.6918,226.67,1.52,1.47,0.1,0.12,0.1,0.09,0.051,0.059,-9,-9,2278,-9,8.045,-9,1984.4,-9,0.54,0.53,0.48,0.49,,,,
MR10-01,S01_02,01/31/2010,0:42,144.968,29.936,5922,75.3,74.8,19.2978,34.6743,19.2843,24.6995,34.6739,221.99,1.58,1.72,0.48,0.51,0.24,0.24,0.078,0.076,-9,-9,2276.3,-9,8.031,8.031,1991,-9,0.19,-9,0.17,-9,,,,
MR10-01,S01_02,01/31/2010,0:42,144.968,29.936,5922,99.8,99.1,19.1004,34.6651,19.0826,24.7442,34.6645,224.46,1.55,1.63,0.46,0.48,0.31,0.3,0.079,0.096,-9,-9,2275.3,-9,8.031,-9,1990.2,-9,0.19,-9,0.17,-9,,,,
MR10-01,S01_02,01/31/2010,0:42,144.968,29.936,5922,124.9,124,19.001,34.6803,18.9788,24.7822,34.6785,224.34,1.69,1.63,0.58,0.55,0.31,0.32,0.088,0.086,-9,-9,2276.2,-9,8.03,-9,1992.1,-9,0.14,-9,0.12,-9,,,,
MR10-01,S01_02,01/31/2010,0:42,144.968,29.936,5922,149.4,148.3,18.8124,34.7385,18.786,24.8756,34.7398,203.38,2.42,2.37,2.22,2.21,0.05,0.05,0.179,0.187,-9,-9,2279,-9,7.987,-9,2018,-9,0.06,-9,0.04,-9,,,,
MR10-01,S01_02,01/31/2010,0:42,144.968,29.936,5922,175.1,173.8,18.2347,34.7333,18.2044,25.0173,34.737,201.92,2.85,2.76,3.34,3.3,0.03,0.03,0.242,0.255,-9,-9,2279.7,-9,7.977,-9,2023.8,2023.3,0.02,-9,0.01,-9,,,,
MR10-01,S01_02,01/31/2010,0:42,144.968,29.936,5922,201.9,200,17.952,34.7242,17.9175,25.0811,34.7233,204.59,2.97,3.12,3.73,3.74,0.03,0.04,0.269,0.285,-9,-9,2277.7,2278.4,7.974,-9,2024.7,-9,0.01,-9,0,-9,,,,
MR10-01,S01_02,01/31/2010,0:42,144.968,29.936,5922,250.4,248.5,17.4664,34.7375,17.4243,25.2113,34.736,200.16,3.86,3.93,5.04,5.05,0.03,0.03,0.369,0.354,-9,-9,2279.7,-9,7.957,7.957,2034.8,-9,-9,-9,-9,-9,,,,
MR10-01,S01_02,01/31/2010,0:42,144.968,29.936,5922,299.3,297,16.8635,34.7135,16.8144,25.3382,34.7114,197.65,5.16,5.11,6.28,6.22,0.02,0.02,0.428,0.441,-9,-9,2279,-9,7.939,-9,2043.8,-9,-9,-9,-9,-9,,,,
MR10-01,S01_02,01/31/2010,0:42,144.968,29.936,5922,397.6,394.5,14.739,34.5673,14.6793,25.7081,34.5667,184.77,11.78,11.79,10.76,10.66,0.02,0.03,0.75,0.756,-9,-9,2277,-9,7.866,-9,2077.9,-9,-9,-9,-9,-9,,,,
MR10-01,S01_02,01/31/2010,0:42,144.968,29.936,5922,499.9,495.9,12.2761,34.4056,12.2095,26.0874,34.4019,176.91,20.79,20.81,15.53,15.47,0.02,0.02,1.102,1.103,-9,-9,2276.9,-9,7.787,-9,2113.4,-9,-9,-9,-9,-9,,,,
MR10-01,S01_02,01/31/2010,0:42,144.968,29.936,5922,600.1,595.2,9.189,34.1838,9.1222,26.4595,34.1814,169.5,34.01,34.16,21.45,21.41,0.02,0.02,1.539,1.551,-9,-9,2278.2,-9,7.687,-9,2157.3,-9,-9,-9,-9,-9,,,,
MR10-01,S01_02,01/31/2010,0:42,144.968,29.936,5922,699.4,693.5,6.6762,34.064,6.6111,26.7339,34.0576,142.24,56.1,56.19,28.65,28.58,0.02,0.02,2.082,2.094,-9,-9,2291.4,-9,7.562,-9,2212.7,-9,-9,-9,-9,-9,,,,
MR10-01,S01_02,01/31/2010,0:42,144.968,29.936,5922,801.3,794.3,5.2538,34.0777,5.1872,26.9224,34.0788,98.22,76.17,76.38,34.97,34.91,0.02,0.02,2.529,2.536,-9,-9,2306.2,-9,7.451,-9,2265.9,-9,-9,-9,-9,-9,,,,
MR10-01,S01_02,01/31/2010,0:42,144.968,29.936,5922,900.3,892.2,4.5501,34.1664,4.4793,27.0725,34.1682,67.08,93.92,94.2,38.81,38.73,0.02,0.02,2.781,2.785,-9,-9,2326.1,-9,7.39,-9,2304.2,2304.3,-9,-9,-9,-9,,,,
MR10-01,S01_02,01/31/2010,0:42,144.968,29.936,5922,1000.3,1000,3.9882,34.2589,3.913,27.2055,34.2603,48.53,109.86,109.75,41.14,40.91,0.02,0.02,2.939,2.95,-9,-9,2344.6,-9,7.36,-9,2332,-9,-9,-9,-9,-9,,,,
MR10-01,S01_02,01/31/2010,0:42,144.968,29.936,5922,1201,1189.4,3.1721,34.3927,3.0873,27.3923,34.3932,37.73,132.16,132.27,42.77,42.83,0.02,0.02,3.051,3.067,-9,-9,2371.9,-9,7.348,7.35,2363.6,-9,-9,-9,-9,-9,,,,
MR10-01,S01_02,01/31/2010,0:42,144.968,29.936,5922,1400.6,1386.4,2.7512,34.4587,2.6545,27.4838,34.4589,39.5,143.85,143.4,43.14,42.97,0.02,0.02,3.074,3.06,-9,-9,2386.4,2385.7,7.357,-9,2374.5,-9,-9,-9,-9,-9,,,,
MR10-01,S01_02,01/31/2010,0:42,144.968,29.936,5922,1599.3,1582.4,2.4339,34.5211,2.3248,27.5617,34.5214,50.02,150.03,150.31,42.62,42.6,0.02,0.02,3.014,3.016,-9,-9,2396.5,-9,7.383,-9,2377.9,-9,-9,-9,-9,-9,,,,
MR10-01,S01_02,01/31/2010,0:42,144.968,29.936,5922,1800.1,1780.2,2.1843,34.5629,2.062,27.6165,34.5632,63.75,153.94,153.84,41.87,41.73,0.02,0.02,2.972,2.963,-9,-9,2402.8,-9,7.41,-9,2374.7,-9,-9,-9,-9,-9,,,,
MR10-01,S01_02,01/31/2010,0:42,144.968,29.936,5922,1999.1,1976.1,1.9998,34.5957,1.8635,27.6585,34.5957,82.41,153.09,152.91,40.27,40.33,0.02,0.02,2.87,2.856,-9,-9,2407.5,-9,7.448,-9,2365.4,-9,-9,-9,-9,-9,,,,
MR10-01,S01_02,01/31/2010,0:42,144.968,29.936,5922,2199.4,2173,1.833,34.621,1.6824,27.6925,34.6209,97.15,153.14,153.1,39.66,39.73,0.02,0.02,2.797,2.802,-9,-9,2410.5,-9,7.477,-9,2358.3,-9,-9,-9,-9,-9,,,,
MR10-01,S01_02,01/31/2010,0:42,144.968,29.936,5922,2399.2,2369.3,1.7485,34.6351,1.5819,27.7113,34.6349,107.05,151.83,152.23,39.05,39.1,0.02,0.02,2.757,2.755,-9,-9,2411.1,-9,7.496,-9,2353.1,-9,-9,-9,-9,-9,,,,
MR10-01,S01_02,01/31/2010,0:42,144.968,29.936,5922,2600.3,2566.7,1.6703,34.6469,1.4872,27.7277,34.6469,115.91,151.64,151.22,38.59,38.6,0.02,0.02,2.701,2.698,-9,-9,2412.6,-9,7.513,-9,2347.8,-9,-9,-9,-9,-9,,,,
MR10-01,S01_02,01/31/2010,0:42,144.968,29.936,5922,2799.1,2761.7,1.6194,34.6555,1.4191,27.7396,34.6555,122.99,150.15,150.25,38.03,37.9,0.02,0.02,2.657,2.677,-9,-9,2412.9,-9,7.527,-9,2344.6,-9,-9,-9,-9,-9,,,,
MR10-01,S01_02,01/31/2010,0:42,144.968,29.936,5922,3000.6,2959.1,1.5797,34.6623,1.3611,27.7491,34.6623,128.89,149.81,149.99,37.76,37.77,0.02,0.02,2.641,2.643,-9,-9,2413.3,-9,7.536,-9,2340.8,2340.3,-9,-9,-9,-9,,,,
MR10-01,S01_02,01/31/2010,0:42,144.968,29.936,5922,3248.9,3202.2,1.5462,34.6687,1.3043,27.7583,34.668,134.52,148.65,149.07,37.34,37.45,0.02,0.02,2.611,2.608,-9,-9,2413.2,2413.3,7.548,-9,2336.8,-9,-9,-9,-9,-9,,,,
MR10-01,S01_02,01/31/2010,0:42,144.968,29.936,5922,3500.2,3447.9,1.5137,34.6747,1.2472,27.7671,34.6746,140.53,147.59,147.72,36.99,37,0.02,0.02,2.585,2.575,-9,-9,2413.7,-9,7.558,7.558,2332.2,-9,-9,-9,-9,-9,,,,
MR10-01,S01_02,01/31/2010,0:42,144.968,29.936,5922,3999.4,3935.1,1.4857,34.6824,1.1673,27.7788,34.6825,148.95,145.48,145.32,36.43,36.5,0.02,0.02,2.53,2.541,-9,-9,2411.8,-9,7.572,-9,2325.9,-9,-9,-9,-9,-9,,,,
MR10-01,S01_02,01/31/2010,0:42,144.968,29.936,5922,4499.5,4422.2,1.4777,34.6884,1.1034,27.788,34.6879,156.53,143.64,143.42,35.98,35.95,0.02,0.02,2.499,2.499,-9,-9,2411.1,-9,7.584,-9,2319.9,-9,-9,-9,-9,-9,,,,
MR10-01,S01_02,01/31/2010,0:42,144.968,29.936,5922,4998.9,4907.5,1.5031,34.6919,1.0688,27.7932,34.6915,161.81,141.03,141,35.33,35.59,0.03,0.02,2.463,2.463,-9,-9,2407.9,-9,7.593,-9,2314.4,-9,-9,-9,-9,-9,,,,
MR10-01,S01_02,01/31/2010,0:42,144.968,29.936,5922,5499.4,5392.9,1.5519,34.6933,1.0535,27.7953,34.6931,164.44,138.52,138.83,35.23,35.52,0.03,0.03,2.458,2.443,-9,-9,2407.6,-9,7.595,-9,2312.1,-9,-9,-9,-9,-9,,,,
MR10-01,S01_02,01/31/2010,0:42,144.968,29.936,5922,6013.7,5890.5,1.6119,34.6941,1.0438,27.7966,34.6942,166.6,136.29,136.13,35.15,34.95,0.03,0.02,2.429,2.437,-9,-9,2405.5,-9,7.597,-9,2310.2,-9,-9,-9,-9,-9,,,,
MR10-01,S01_04,01/31/2010,19:11,145,29.998,5967,0,0,19,-9,19,24.7836,34.6877,228.87,1.59,1.73,0.26,0.3,0.15,0.15,0.084,0.085,0.09,0.11,2276.1,-9,8.043,-9,1986.5,-9,0.47,-9,0.42,-9,,,,0.516874393
MR10-01,S01_04,01/31/2010,19:11,145,29.998,5967,4.8,4.8,19.105,34.665,19.1041,24.7386,34.6648,227.19,1.64,1.76,0.2,0.18,0.17,0.17,0.058,0.072,0.02,0.03,2277.3,-9,8.042,8.042,1986.5,-9,0.45,-9,0.41,-9,,,,0.403421483
MR10-01,S01_04,01/31/2010,19:11,145,29.998,5967,15.2,15.1,19.1075,34.6649,19.1048,24.7383,34.6647,227.25,1.66,1.6,0.18,0.15,0.16,0.16,0.064,0.074,0.01,0.02,2275.4,-9,8.042,-9,1986.1,1986.1,0.46,0.46,0.42,0.43,,,,0.362045938
MR10-01,S01_04,01/31/2010,19:11,145,29.998,5967,24.9,24.7,19.1112,34.6659,19.1068,24.7386,34.6659,228.34,1.69,1.62,0.17,0.19,0.16,0.16,0.061,0.073,0.02,0.01,2276.8,2277.5,8.042,-9,1986.3,-9,0.47,-9,0.43,-9,,,,0.362033729
MR10-01,S01_04,01/31/2010,19:11,145,29.998,5967,34.9,34.7,19.1117,34.6659,19.1055,24.7389,34.6656,228.28,1.55,1.7,0.18,0.23,0.16,0.16,0.056,0.062,0.06,0.04,2276.6,-9,8.042,-9,1987,-9,0.48,-9,0.44,-9,,,,0.413756321
MR10-01,S01_04,01/31/2010,19:11,145,29.998,5967,45.3,45,19.0964,34.6624,19.0883,24.7406,34.6649,227.96,1.57,1.82,0.22,0.21,0.18,0.17,0.059,0.068,0.07,0.01,2275.8,-9,8.04,-9,1985.5,-9,0.46,-9,0.42,-9,,,,0.486173241
MR10-01,S01_04,01/31/2010,19:11,145,29.998,5967,50.2,49.9,19.095,34.6623,19.0861,24.7411,34.6633,227.45,1.65,1.7,0.28,0.23,0.19,0.19,0.063,0.076,0.04,0.01,2275.1,-9,8.04,-9,1987.3,-9,0.42,0.43,0.38,0.39,,,,0.52757341
MR10-01,S01_04,01/31/2010,19:11,145,29.998,5967,64.7,64.2,19.0873,34.6618,19.0758,24.7434,34.6615,226.08,1.76,1.79,0.39,0.35,0.23,0.22,0.078,0.077,0.05,0.05,2275.4,-9,8.037,8.037,1987.6,-9,0.32,-9,0.31,-9,,,,0.6931217
MR10-01,S01_04,01/31/2010,19:11,145,29.998,5967,70.3,69.8,19.0894,34.6613,19.0769,24.7427,34.6615,226.36,2.01,1.78,0.34,0.33,0.23,0.23,0.084,0.077,0.03,0.06,2274.8,-9,8.037,-9,1987.8,-9,0.34,-9,0.31,-9,,,,0.620706
