Cruise,Station,Date,Longitude,Latitude,Bottm depth [m],Pressure,Depth,Temp,Salinity-CTD,Theta,Sigma_Theta,Salinity-Bottle,DO [~$m~#mol/kg],Silicate [~$m~#mol/kg],1Silicate [~$m~#mol/kg],Nitrate,Nitrate1,Nitrite,Nitrite1,Phosphate [~$m~#mol/kg],1Phosphate [~$m~#mol/kg],NH4,NH41,TA [~$m~#mol/kg],1TA [~$m~#mol/kg],pHt (25C),1pHt (25C),DIC [~$m~#mol/kg],1DIC [~$m~#mol/kg],CHLWEL,CHLWEL1,CHLHOL [~$m~#g/l],1CHLHOL [~$m~#g/l],SIZECHL [~$m~#g/l],1SIZECHL [~$m~#g/l],2SIZECHL [~$m~#g/l],TDIN [mmol/m3]
MR06-03,K2-5-2,07/10/2006,160.123,46.938,5223,30.3,30.0,5.269,32.9598,5.2667,26.0315,32.9642,336.7,32.9,,18.8,,0.21,,1.74,,1.34,,2234.9,,7.783,,2082.4,,1.33,,1.31,,,,,22.10828572
MR06-03,K2-5-2,07/10/2006,160.123,46.938,5223,40.4,40.1,4.1444,33.0118,4.1417,26.1984,33.0216,330.1,38.5,,21.5,,0.26,,1.91,,1.58,,2233.6,,7.712,,2112.7,,1.02,,0.98,,,,,25.31363416
MR06-03,K2-5-2,07/10/2006,160.123,46.938,5223,50.6,50.2,3.4079,33.0446,3.4048,26.2887,33.0455,328.7,41.9,,22.7,,0.33,,1.97,,1.42,,2237.4,,7.688,,2123.4,,0.58,,0.53,,,,,26.49878892
MR06-03,K2-5-2,07/10/2006,160.123,46.938,5223,60.2,59.7,3.2186,33.0511,3.215,26.3134,33.0547,328.4,43,,23.1,,0.39,,1.97,,1.2,,2239.3,,7.68,,2126,,0.31,,0.28,,,,,26.7516353
MR06-03,K2-5-2,07/10/2006,160.123,46.938,5223,70.6,70.0,2.9239,33.0647,2.9199,26.3514,33.0698,329,43.2,,23.4,,0.52,,1.98,,0.93,,2237.5,,7.673,,2128.7,,0.29,,0.26,,,,,26.91300385
MR06-03,K2-5-2,07/10/2006,160.123,46.938,5223,80.5,79.8,2.6624,33.07,2.6579,26.3821,33.0805,328.3,43.9,,24,,0.64,,1.99,,0.56,,2237.2,,7.666,,2131.7,,0.18,,0.16,,,,,27.28344993
MR06-03,K2-5-2,07/10/2006,160.123,46.938,5223,90.9,90.1,2.4573,33.1023,2.4524,26.424,33.1118,324.9,45.7,,25,,0.49,,2.02,,0.11,,2241.1,,7.659,,2137,,0.11,,0.09,,,,,27.69096607
MR06-03,K2-5-2,07/10/2006,160.123,46.938,5223,101,100.1,2.1284,33.1186,2.1232,26.4799,33.1495,312.1,48.4,,26.8,,0.01,,2.09,,0.03,,2242.7,,7.626,,2148.1,,0.04,,0.03,,,,,29.00004383
MR06-03,K2-5-2,07/10/2006,160.123,46.938,5223,125.8,124.7,2.163,33.3435,2.1564,26.6561,33.3727,241.4,61.7,,31.4,,0.01,,2.39,,0.02,,2260.8,,7.515,,2200.8,,0.03,,0.02,,,,,33.73792322
MR06-03,K2-5-2,07/10/2006,160.123,46.938,5223,151.3,150.0,2.4179,33.5031,2.4096,26.7522,33.5179,180.3,72.7,,35,,0.01,,2.62,,0.02,,2270.5,,7.426,,2242.1,,0.02,,0.02,,,,,37.44342798
MR06-03,K2-5-2,07/10/2006,160.123,46.938,5223,202.3,200.5,2.8333,33.6929,2.8214,26.8539,33.6884,123,84.5,,38.3,,0.01,,2.83,,0,,2285.4,,7.348,,2280.3,,0.02,,0.01,,,,,40.74733116
MR06-03,K2-6-1,07/14/2006,160.125,46.946,5208,0,0.0,8.4,-9,8.4,25.4176,32.7106,-9,35,,17.4,,0.19,,1.63,,0.8,,2217.4,,7.825,,2048.7,,,,,,,,,20.13002857
MR06-03,K2-6-1,07/14/2006,160.125,46.946,5208,9.7,9.6,8.0463,32.7853,8.0454,25.529,32.7859,311.4,35.6,,17.5,,0.18,,1.63,,0.78,,2222.9,,7.825,,2056.2,,,,,,,,,20.16137345
MR06-03,K2-6-1,07/14/2006,160.125,46.946,5208,20,19.8,7.8222,32.8013,7.8203,25.5803,32.8099,315.2,35.4,,17.7,,0.18,,1.65,,0.83,,2224.2,,7.823,,2058.7,,,,,,,,,20.41983228
MR06-03,K2-6-1,07/14/2006,160.125,46.946,5208,30,29.7,5.8398,32.9333,5.8374,25.9444,32.9392,334.6,34.7,,18.8,,0.21,,1.73,,1.08,,2236.9,,7.796,,2077.7,,,,,,,,,21.84197971
MR06-03,K2-6-1,07/14/2006,160.125,46.946,5208,39.7,39.4,3.9388,33.0197,3.9362,26.218,33.0204,330.6,38.3,,21.4,,0.28,,1.91,,1.55,,2240.6,,7.721,,2109.5,,,,,,,,,25.19522562
MR06-03,K2-6-1,07/14/2006,160.125,46.946,5208,50.1,49.7,3.2527,33.0491,3.2497,26.3059,33.0493,328,42.3,,22.8,,0.37,,1.98,,1.36,,2239.9,,7.687,,2123.5,,,,,,,,,26.58251096
MR06-03,K2-6-1,07/14/2006,160.125,46.946,5208,59.7,59.2,3.0071,33.0581,3.0036,26.3355,33.059,328.3,43.2,,23.3,,0.46,,1.99,,1.13,,2238.4,,7.678,,2126.5,,,,,,,,,26.96491403
MR06-03,K2-6-1,07/14/2006,160.125,46.946,5208,70,69.4,2.7053,33.0776,2.7014,26.3772,33.0788,328.3,45.5,,24.3,,0.6,,2.03,,0.73,,2240.1,,7.668,,2129.2,,,,,,,,,27.75039182
MR06-03,K2-6-1,07/14/2006,160.125,46.946,5208,80.6,79.9,2.5053,33.0999,2.5009,26.4113,33.1009,326.4,45.7,,24.9,,0.67,,2.04,,0.14,,2241.2,,7.659,,2133.3,,,,,,,,,27.81888259
MR06-03,K2-6-1,07/14/2006,160.125,46.946,5208,90.4,89.6,2.4655,33.1208,2.4606,26.4301,33.1203,325.7,46.5,,25.3,,0.66,,2.06,,0.05,,2242.1,,7.654,,2136,,,,,,,,,28.12741181
MR06-03,K2-6-1,07/14/2006,160.125,46.946,5208,100.2,99.3,2.4104,33.1574,2.405,26.462,33.1546,319.6,47,,25.9,,0.11,,2.06,,0.01,,2246.8,,7.647,,2136.4,,,,,,,,,28.10983355
MR06-03,K2-6-1,07/14/2006,160.125,46.946,5208,125.1,124.0,2.0865,33.3246,2.0801,26.6291,33.3317,248.1,60.1,,30.8,,0.02,,2.36,,0.01,,2255.7,,7.533,,2189.2,,,,,,,,,33.13356071
MR06-03,K2-6-1,07/14/2006,160.125,46.946,5208,150.8,150.0,2.4788,33.5312,2.4705,26.7617,33.536,175.7,73.4,,35,,0.01,,2.62,,0,,2272.1,,7.427,,2239.4,,,,,,,,,37.40235678
MR06-03,K2-6-1,07/14/2006,160.125,46.946,5208,200.2,198.4,2.9375,33.74,2.9255,26.8894,33.7443,101.8,88.9,,39.5,,0.01,,2.9,,0,,2290,,7.325,,2289.1,,,,,,,,,41.95580756
MR06-03,K2-6-1,07/14/2006,160.125,46.946,5208,300.5,297.8,3.2024,33.9407,3.1835,27.0225,33.9402,54.4,104.1,,42.3,,0.01,,3.06,,,,2309.9,,7.277,,2323.8,,,,,,,,,44.67632626
MR06-03,K2-6-1,07/14/2006,160.125,46.946,5208,398.9,395.2,3.3502,34.0891,3.3242,27.1293,34.0906,25.5,116.3,,43.9,,0.01,,3.16,,,,2328.3,,7.258,,2345.7,,,,,,,,,46.16642551
MR06-03,K2-6-1,07/14/2006,160.125,46.946,5208,502.1,497.3,3.1894,34.1798,3.1568,27.2158,34.1795,26.1,125.4,,43.4,,0.01,,3.14,,,,2343.7,,7.277,,2359.2,,,,,,,,,45.52503452
MR06-03,K2-6-1,07/14/2006,160.125,46.946,5208,601.6,595.7,3.0887,34.2552,3.0496,27.2857,34.2547,24.8,132.5,,43.5,,0.01,,3.14,,,,2353.2,,7.289,,2366.4,,,,,,,,,45.53228372
MR06-03,K2-6-1,07/14/2006,160.125,46.946,5208,699.6,692.6,2.9654,34.3127,2.92,27.3437,34.3127,27.6,137.9,,43,,0.01,,3.12,,,,2361.3,,7.305,,-9,,,,,,,,,44.93490431
MR06-03,K2-6-1,07/14/2006,160.125,46.946,5208,801.1,792.9,2.807,34.3599,2.7553,27.3965,34.3604,17.8,146.5,,44,,0.01,,3.17,,,,2370.4,,7.291,,2381,,,,,,,,,45.91745957
MR06-03,K2-6-1,07/14/2006,160.125,46.946,5208,900.7,891.3,2.6838,34.3925,2.6257,27.4347,34.3941,20.1,150.9,,43.9,,0.01,,3.16,,,,2376,,7.3,,2384.2,,,,,,,,,45.76938515
MR06-03,K2-6-1,07/14/2006,160.125,46.946,5208,999.7,989.0,2.5529,34.4313,2.4886,27.4764,34.4316,20.3,156.9,,43.8,,0.01,,3.16,,,,2383.2,,7.306,,2387.5,,,,,,,,,45.6166895
MR06-03,K2-6-1,07/14/2006,160.125,46.946,5208,1201.9,1188.5,2.3153,34.4874,2.2382,27.5417,34.4871,31.4,162.4,,43.3,,0.01,,3.12,,,,2389.8,,7.334,,2389.5,,,,,,,,,45.02535726
MR06-03,K2-6-1,07/14/2006,160.125,46.946,5208,1402.8,1386.5,2.1522,34.5281,2.0617,27.5886,34.5279,41.4,166.2,,42.7,,0.01,,3.07,,,,2399.5,,7.356,,2385.5,,,,,,,,,44.35047318
MR06-03,K2-6-1,07/14/2006,160.125,46.946,5208,1600.8,1581.5,2.0149,34.5637,1.9107,27.6286,34.563,53.3,167.1,,42.1,,0.01,,3.01,,,,2403.6,,7.385,,2382.6,,,,,,,,,43.6841621
MR06-03,K2-6-1,07/14/2006,160.125,46.946,5208,1800.2,1777.6,1.8972,34.5918,1.7787,27.6617,34.5916,67.1,166.2,,41.3,,0.01,,2.95,,,,2407.9,,7.414,,2374.9,,,,,,,,,42.81973659
MR06-03,K2-6-1,07/14/2006,160.125,46.946,5208,2000.8,1974.8,1.7964,34.6141,1.663,27.6883,34.6139,81.5,164.3,,40.4,,0.01,,2.89,,,,2413,,7.446,,2367.3,,,,,,,,,41.86055407
MR06-03,K2-6-1,07/14/2006,160.125,46.946,5208,2250.2,2219.6,1.7013,34.6331,1.5485,27.7121,34.633,95.6,162.5,,39.5,,0.01,,2.82,,,,2414.1,,7.474,,2360.1,,,,,,,,,40.90625758
MR06-03,K2-6-1,07/14/2006,160.125,46.946,5208,2500.1,2464.7,1.6342,34.648,1.4607,27.7306,34.6481,111.4,156.5,,38.7,,0.01,,2.74,,,,2413.5,,7.506,,2351.6,,,,,,,,,40.06097003
MR06-03,K2-6-1,07/14/2006,160.125,46.946,5208,2750.2,2709.7,1.5741,34.6584,1.3791,27.7443,34.6578,120,155.6,,38.1,,0.01,,2.69,,,,2415,,7.522,,-9,,,,,,,,,39.42927645
MR06-03,K2-6-1,07/14/2006,160.125,46.946,5208,3000.4,2954.5,1.5332,34.6663,1.3156,27.7554,34.6661,127.6,154.4,,37.6,,0.01,,2.66,,,,2414.4,,7.535,,2340.8,,,,,,,,,38.90289145
MR06-03,K2-6-1,07/14/2006,160.125,46.946,5208,3499.9,3442.4,1.4812,34.6778,1.2155,27.7714,34.6773,140.6,151.2,,36.7,,0.01,,2.59,,,,-9,,7.558,,2331.3,,,,,,,,,37.96000521
MR06-03,K2-6-1,07/14/2006,160.125,46.946,5208,4000.2,3930.0,1.4645,34.6849,1.1465,27.7824,34.685,149.4,148.6,,36,,0.01,,2.54,,,,2412.7,,7.573,,2324.7,,,,,,,,,37.22811669
MR06-03,K2-6-1,07/14/2006,160.125,46.946,5208,4499.7,4415.7,1.4763,34.6896,1.102,27.7889,34.6893,155.2,147.6,,35.7,,0,,2.51,,,,2411.5,,7.582,,2321.8,,,,,,,,,36.90317342
MR06-03,K2-6-1,07/14/2006,160.125,46.946,5208,5000.6,4901.8,1.5178,34.6917,1.0828,27.792,34.6916,157.7,147.8,,35.6,,0.01,,2.5,,,,2411.5,,7.587,,2318.4,,,,,,,,,36.80776278
MR06-03,K2-6-1,07/14/2006,160.125,46.946,5208,5307.8,5199.4,1.5491,34.6926,1.075,27.793,34.6922,158.5,148,,35.5,,0.01,,2.5,,,,2413.5,,7.588,,2317.9,,,,,,,,,36.70378081
MR06-03,K2-6-2,07/16/2006,160.107,46.868,5244,0,0.0,9.4,-9,9.4,25.2985,32.756,-9,32.8,,17.1,,0.19,,1.63,,0.93,,2221.4,,7.832,,2051.2,,0.44,0.44,0.41,0.41,,,,19.91697448
MR06-03,K2-6-2,07/16/2006,160.107,46.868,5244,4.8,4.8,9.1816,32.7527,9.1811,25.3343,32.7573,304,33.4,,17.2,,0.19,,1.62,,0.85,,2222.633695,,-9,,2053.1,,0.39,,0.38,,,,,19.93806525
MR06-03,K2-6-2,07/16/2006,160.107,46.868,5244,10.2,10.1,8.5783,32.7981,8.5773,25.4552,32.7925,307.9,33.6,,17.2,,0.18,,1.61,,0.83,,2226.8,,7.831,,2053.9,,0.41,0.4,0.39,0.43,,,,19.884427
MR06-03,K2-6-2,07/16/2006,160.107,46.868,5244,20,19.8,8.2444,32.8099,8.2424,25.5223,32.8142,309.1,31.8,,17,,0.17,,1.6,,0.78,,2225.8,,7.834,,2055.3,,0.39,,0.38,,,,,19.5878745
MR06-03,K2-6-2,07/16/2006,160.107,46.868,5244,30.2,29.9,6.7717,32.9242,6.7691,25.8259,32.9383,329.2,32.9,,18.2,,0.2,,1.7,,1.31,,2235.9,,7.803,,2074.5,,0.48,,0.46,,,,,21.42941237
MR06-03,K2-6-2,07/16/2006,160.107,46.868,5244,39.8,39.5,4.9911,32.9866,4.9882,26.0847,32.9917,333.1,35.2,,19.8,,0.23,,1.82,,1.69,,2236.6,,7.764,,2092.6,,0.67,,0.64,,,,,23.57747082
MR06-03,K2-6-2,07/16/2006,160.107,46.868,5244,45.3,44.9,4.5364,32.9982,4.5332,26.1406,32.9999,332.6,36,,20.4,,0.24,,1.85,,1.85,,2237.034831,,-9,,2103.9,,0.77,,0.74,,,,,24.40740307
MR06-03,K2-6-2,07/16/2006,160.107,46.868,5244,49.6,49.2,4.1409,33.0189,4.1376,26.2004,33.0236,330.4,37.9,,21.3,,0.27,,1.91,,1.7,,2237.5,,7.723,,2110.7,,0.9,,0.86,,,,,25.23622407
MR06-03,K2-6-2,07/16/2006,160.107,46.868,5244,55.6,55.1,3.6606,33.0358,3.6571,26.2582,33.0369,329.9,39.5,,22.1,,0.3,,1.94,,1.62,,2237.5,,-9,,2118.7,,0.78,,0.74,,,,,26.039367
MR06-03,K2-6-2,07/16/2006,160.107,46.868,5244,60.3,59.8,3.2595,33.0505,3.2559,26.3098,33.0548,328.6,42.1,,22.9,,0.38,,1.97,,1.4,,2237.5,,7.687,,2125.4,,0.53,,0.49,,,,,26.74072139
MR06-03,K2-6-2,07/16/2006,160.107,46.868,5244,71.2,70.6,2.9215,33.0577,2.9174,26.35,33.0677,327.8,43.8,,23.7,,0.59,,1.99,,0.9,,2236.6,,7.675,,2129.1,,0.23,,0.2,,,,,27.28291991
MR06-03,K2-6-2,07/16/2006,160.107,46.868,5244,80.8,80.1,2.741,33.0816,2.7365,26.3861,33.0937,326.8,44.5,,24.3,,0.65,,2,,0.46,,2241.2,,7.668,,2133.4,,0.18,,0.16,,,,,27.50010917
MR06-03,K2-6-2,07/16/2006,160.107,46.868,5244,90.3,89.5,2.5165,33.1031,2.5116,26.421,33.1141,324,45.8,,25.4,,0.27,,2.02,,0.04,,2240.9,,7.657,,2137.4,,0.09,,0.08,,,,,27.80806673
MR06-03,K2-6-2,07/16/2006,160.107,46.868,5244,100.9,100.0,2.3883,33.1597,2.3829,26.4785,33.173,310.7,48.2,,26.6,,0.05,,2.09,,0.02,,2245.3,,7.632,,2149.8,,0.06,,0.05,,,,,28.79645269
MR06-03,K2-6-2,07/16/2006,160.107,46.868,5244,125.7,124.6,2.2336,33.3445,2.227,26.6517,33.3741,245.4,60,,30.5,,0.02,,2.32,,0.03,,2255.8,,7.536,,2196.5,,0.02,,0.02,,,,,32.79196286
MR06-03,K2-6-2,07/16/2006,160.107,46.868,5244,151.8,150.0,2.5459,33.557,2.5374,26.7821,33.5685,164.5,75.3,,35.7,,0.02,,2.66,,0.02,,2271.6,,7.409,,2255.1,,0.02,,0.01,,,,,38.1461965
MR06-03,K2-6-2,07/16/2006,160.107,46.868,5244,201.7,199.9,2.8748,33.7008,2.8629,26.8673,33.7097,114.9,85.5,,38.9,,0.02,,2.85,,0.03,,2285.3,,7.341,,2286.3,,0.01,,0.01,,,,,41.40252846
MR04-02,K2,04/07/2004,160.001,47,5189,0,0.0,1.6132,-9,1.6132,26.4844,33.1086,333.1,40.5,,23,,0.22,,1.91,,0.14,,2236.3,,-9,,2125.6,,,,,,,,,25.27038851
MR04-02,K2,04/07/2004,160.001,47,5189,8.5,8.4,1.6132,33.1068,1.6128,26.4842,33.1083,333.9,41,,23,,0.2,,1.9,,0.09,,2237.1,,-9,,2130,,,,,,,,,25.19488655
MR04-02,K2,04/07/2004,160.001,47,5189,31.1,30.8,1.6057,33.1137,1.6043,26.4915,33.1167,334.4,41.1,,23.3,,0.21,,1.91,,0.09,,2237.4,,-9,,2130.2,,,,,,,,,25.52392537
MR04-02,K2,04/07/2004,160.001,47,5189,50.5,50.1,1.5549,33.1217,1.5526,26.5007,33.1236,333.1,41.4,,23.4,,0.21,,1.91,,0.08,,2241.9,,-9,,2131,,,,,,,,,25.61605682
MR04-02,K2,04/07/2004,160.001,47,5189,75.8,75.2,1.5209,33.1227,1.5174,26.5035,33.1241,331.8,41.7,,23.6,,0.21,,1.93,,0.11,,2243.7,,-9,,2132.2,,,,,,,,,25.86437561
MR04-02,K2,04/07/2004,160.001,47,5189,101.2,100.3,1.5135,33.1225,1.5088,26.5041,33.1242,331.3,41.7,,23.5,,0.21,,1.92,,0.11,,2243.5,,-9,,2132.3,,,,,,,,,25.75617111
MR04-02,K2,04/07/2004,160.001,47,5189,126,124.9,1.5082,33.1224,1.5024,26.5048,33.1245,331,41.7,,23.6,,0.21,,1.93,,0.12,,2238.9,,-9,,2132.1,,,,,,,,,25.87488372
MR04-02,K2,04/07/2004,160.001,47,5189,152,150.0,1.7483,33.2691,1.7409,26.6189,33.2876,253.4,54.9,,29.1,,0.12,,2.25,,0.01,,2253.5,,-9,,2184.2,,,,,,,,,31.45459653
MR04-02,K2,04/07/2004,160.001,47,5189,176.3,174.8,2.8503,33.6694,2.84,26.8342,33.6658,111.7,81.8,,39.4,,0,,2.89,,,,2284.7,,-9,,2279.2,,,,,,,,,41.93410482
MR04-02,K2,04/07/2004,160.001,47,5189,201.9,200.1,3.125,33.7757,3.1126,26.8971,33.775,74.4,89.9,,41.7,,0,,3.04,,,,2287.6,,-9,,2304.8,,,,,,,,,44.24213772
MR04-02,K2,04/07/2004,160.001,47,5189,252.3,250.1,3.2917,33.9101,3.2757,26.9899,33.9101,42.8,100.8,,43.5,,0,,3.15,,,,2303.8,,-9,,2328.9,,,,,,,,,45.97262253
MR04-02,K2,04/07/2004,160.001,47,5189,302.4,299.7,3.3673,33.996,3.3478,27.0512,33.9955,30.3,107.6,,44,,0,,3.18,,,,2311.6,,-9,,2341.4,,,,,,,,,46.38717778
MR04-02,K2,04/07/2004,160.001,47,5189,404.5,400.8,3.3921,34.1119,3.3655,27.1414,34.1107,17.7,118,,44.3,,0,,3.21,,,,2328.5,,-9,,2355.1,,,,,,,,,46.5497177
MR04-02,K2,04/07/2004,160.001,47,5189,505.4,500.6,3.2364,34.1933,3.2034,27.2204,34.1907,21.2,125.7,,43.9,,0,,3.17,,,,2343.4,,-9,,2361.2,,,,,,,,,46.02421105
MR04-02,K2,04/07/2004,160.001,47,5189,605.3,599.4,3.1433,34.2644,3.1036,27.2874,34.263,20,131.9,,43.9,,0,,3.17,,,,2355.5,,-9,,2367.3,,,,,,,,,45.92956541
MR04-02,K2,04/07/2004,160.001,47,5189,807.7,799.4,2.8413,34.3752,2.7889,27.4041,34.3737,28.1,142.5,,43.2,,0,,3.13,,,,2370.9,,-9,,2373.4,,,,,,,,,45.05535952
MR04-02,K2,04/07/2004,160.001,47,5189,1009.1,998.3,2.5905,34.4345,2.5253,27.4744,34.433,31.5,150.3,,43.1,,0,,3.12,,,,2384,,-9,,2380.2,,,,,,,,,44.87563178
MR04-02,K2,04/07/2004,160.001,47,5189,1517.8,1499.7,2.0816,34.5499,1.9831,27.6106,34.5476,48.5,165.7,,42.2,,-0.01,,3.04,,,,2399.6,,-9,,2385.9,,,,,,,,,43.7861604
MR04-02,K2,04/07/2004,160.001,47,5189,2026.4,1999.9,1.8045,34.6156,1.6689,27.6877,34.6136,82.9,163.2,,40.2,,0,,2.88,,,,2409.3,,-9,,2368.5,,,,,,,,,41.64336755
MR04-02,K2,04/07/2004,160.001,47,5189,2536.8,2500.6,1.6207,34.6519,1.4442,27.733,34.6496,110.5,158,,38.5,,0,,2.75,,,,2414.4,,-9,,2353.2,,,,,,,,,39.84196072
MR04-02,K2,04/07/2004,160.001,47,5189,3048.6,3001.6,1.5187,34.6712,1.2968,27.7587,34.6684,129.3,153.6,,37.4,,0,,2.66,,,,2416,,-9,,2340.6,,,,,,,,,38.68317216
MR04-04,K2,08/16/2004,160,46.996,5203.8,9.4,9.3,12.0037,32.7306,12.0025,24.828,32.7318,283.2,15.7,,10.2,,0.14,,1.14,,,,2235.3,,7.919,,2012.5,,,,,,,,,
MR04-04,K2,08/16/2004,160,46.996,5203.8,19.6,19.4,11.8988,32.7385,11.8963,24.8617,32.7498,285.3,16.6,,10.4,,0.14,,1.15,,,,2225.7,,7.913,,2016.3,,,,,,,,,
MR04-04,K2,08/16/2004,160,46.996,5203.8,30.1,29.8,5.8366,33.046,5.8342,26.0292,33.0459,323.3,30.3,,17.4,,0.22,,1.63,,,,2230.9,,7.772,,2086.2,,,,,,,,,
MR04-04,K2,08/16/2004,160,46.996,5203.8,50.5,50.1,3.1768,33.102,3.1738,26.3568,33.1045,323.2,36.2,,21.4,,1.05,,1.87,,,,2234.4,,7.681,,2124.7,,,,,,,,,
MR04-04,K2,08/16/2004,160,46.996,5203.8,74.4,73.8,2.5436,33.121,2.5395,26.4247,33.1215,323,37.5,,23.3,,0.01,,1.88,,,,2232.8,,7.668,,2128.1,,,,,,,,,
MR04-04,K2,08/16/2004,160,46.996,5203.8,102.3,101.4,2.3623,33.1483,2.3569,26.463,33.1511,321.5,38.7,,23.6,,0.01,,1.9,,,,2237.1,,7.665,,2131.6,,,,,,,,,
MR04-04,K2,08/16/2004,160,46.996,5203.8,151.3,150.0,2.3372,33.3712,2.3291,26.6539,33.3869,249.5,54.2,,28.9,,0.01,,2.23,,,,2257.1,,7.554,,2184,,,,,,,,,
MR04-04,K2,08/16/2004,160,46.996,5203.8,200.1,198.3,2.8399,33.6848,2.8281,26.8549,33.6904,115.5,82.3,,38.4,,0.01,,2.84,,,,2279,,7.348,,2277.8,,,,,,,,,
MR04-04,K2,08/16/2004,160,46.996,5203.8,251.4,249.2,3.1777,33.8381,3.1621,26.9381,33.832,72.9,93.6,,41.4,,0.01,,3.02,,,,2291.9,,7.292,,2308.8,,,,,,,,,
MR04-04,K2,08/16/2004,160,46.996,5203.8,299.6,296.9,3.3482,33.9362,3.329,27.011,33.9428,59.5,100,,41.6,,0.01,,3.02,,,,2304.3,,7.296,,2320.1,,,,,,,,,
MR04-04,K2,08/16/2004,160,46.996,5203.8,401.1,397.4,3.4459,34.0789,3.4194,27.1144,34.0832,43.2,110.5,,42.2,,0.01,,3.07,,,,2321.1,,7.298,,2336.2,,,,,,,,,
MR04-04,K2,08/16/2004,160,46.996,5203.8,501,496.2,3.3967,34.1882,3.3634,27.2066,34.1922,-9,119.9,,42.6,,0,,3.09,,,,2339.2,,7.305,,2349.6,,,,,,,,,
MR04-04,K2,08/16/2004,160,46.996,5203.8,600.7,594.9,3.1754,34.2491,3.136,27.2738,34.2498,26.4,129.6,,43.2,,0,,3.13,,,,2356,,7.295,,2362.9,,,,,,,,,
MR04-04,K2,08/16/2004,160,46.996,5203.8,699.9,692.9,3.0132,34.3064,2.9675,27.3349,34.307,20.8,137.7,,43.9,,0,,3.17,,,,2360.3,,7.295,,2373.8,,,,,,,,,
MR04-04,K2,08/16/2004,160,46.996,5203.8,800.6,792.4,2.8884,34.358,2.8361,27.3876,34.3583,19.8,140.8,,43.5,,0,,3.14,,,,2369.9,,7.315,,2373.6,,,,,,,,,
MR04-04,K2,08/16/2004,160,46.996,5203.8,901.5,892.1,2.7335,34.3872,2.675,27.4242,34.3864,19.2,149,,44,,0,,3.19,,,,2374.5,,7.3,,2383.9,,,,,,,,,
MR04-04,K2,08/16/2004,160,46.996,5203.8,1000.3,989.6,2.606,34.4189,2.5413,27.4618,34.4189,20.2,154.1,,44.1,,0,,3.18,,,,2386.5,,7.305,,2388.7,,,,,,,,,
MR04-04,K2,08/16/2004,160,46.996,5203.8,1203,1189.6,2.34,34.4814,2.2626,27.535,34.4813,29.8,161.9,,43.4,,0,,3.14,,,,-9,,7.331,,2391,,,,,,,,,
MR04-04,K2,08/16/2004,160,46.996,5203.8,1401.8,1385.5,2.174,34.522,2.0834,27.5821,34.522,42.6,164.2,,42.8,,0,,3.08,,,,2398.1,,7.36,,2387.7,,,,,,,,,
MR04-04,K2,08/16/2004,160,46.996,5203.8,1601.2,1581.8,2.0525,34.5555,1.9479,27.6193,34.555,50.8,166.1,,42.4,,0,,3.04,,,,-9,,7.379,,2385.3,,,,,,,,,
MR04-04,K2,08/16/2004,160,46.996,5203.8,1800.4,1777.8,1.9374,34.5845,1.8183,27.6532,34.5848,65.5,164.8,,41.5,,0,,2.98,,,,-9,,7.411,,2378.5,,,,,,,,,
MR04-04,K2,08/16/2004,160,46.996,5203.8,2001.4,1975.3,1.8329,34.6078,1.6989,27.6803,34.6073,79.8,162.7,,40.6,,0,,2.91,,,,-9,,7.442,,2370.1,,,,,,,,,
MR04-04,K2,08/16/2004,160,46.996,5203.8,2200,2170.3,1.7409,34.6258,1.5917,27.7032,34.6258,91.6,162,,39.8,,0,,2.86,,,,2413.9,,7.466,,2364.2,,,,,,,,,
MR04-04,K2,08/16/2004,160,46.996,5203.8,2200.1,2170.4,1.7406,34.6258,1.5914,27.7035,34.6262,91.6,161.3,,39.9,,0,,2.85,,,,2411.3,,7.468,,2365.5,,,,,,,,,
MR04-04,K2,08/16/2004,160,46.996,5203.8,2400,2366.5,1.6643,34.6402,1.4991,27.7218,34.6405,103.6,159.8,,39.2,,0,,2.79,,,,2411.7,,7.49,,2357.6,,,,,,,,,
MR04-04,K2,08/16/2004,160,46.996,5203.8,2600.5,2563.1,1.6099,34.6503,1.4279,27.7349,34.6505,112.7,157.6,,38.6,,0,,2.74,,,,2412.8,,7.505,,2351.9,,,,,,,,,
MR04-04,K2,08/16/2004,160,46.996,5203.8,2799.6,2758.0,1.5623,34.6586,1.3631,27.7461,34.6587,120.6,156.6,,38.1,,0,,2.71,,,,2414.6,,7.521,,2347,,,,,,,,,
MR04-04,K2,08/16/2004,160,46.996,5203.8,3000.1,2954.2,1.5303,34.6651,1.3128,27.7548,34.665,127.9,154.3,,37.7,,0,,2.67,,,,-9,,7.536,,2342.1,,,,,,,,,
MR04-04,K2,08/16/2004,160,46.996,5203.8,3250.8,3199.2,1.498,34.6719,1.2569,27.7643,34.672,135.2,152,,37.4,,0,,2.63,,,,2413.6,,7.548,,2335.3,,,,,,,,,
MR04-04,K2,08/16/2004,160,46.996,5203.8,3499.8,3442.3,1.4777,34.6767,1.2121,27.7709,34.6764,141.1,150.7,,36.9,,0,,2.6,,,,2413.2,,7.558,,2333.2,,,,,,,,,
MR04-04,K2,08/16/2004,160,46.996,5203.8,4001.4,3931.1,1.4603,34.6842,1.1423,27.782,34.6842,150,148.1,,36.3,,0,,2.55,,,,2414.2,,7.574,,2327,,,,,,,,,
