Cruise,Station,Date,Longitude,Latitude,Bottm depth [m],Pressure,Depth,Temp,Salinity-CTD,Theta,Sigma_Theta,Salinity-Bottle,DO [~$m~#mol/kg],Silicate [~$m~#mol/kg],1Silicate [~$m~#mol/kg],Nitrate,Nitrate1,Nitrite,Nitrite1,Phosphate [~$m~#mol/kg],1Phosphate [~$m~#mol/kg],NH4,NH41,TA [~$m~#mol/kg],1TA [~$m~#mol/kg],pHt (25C),1pHt (25C),DIC [~$m~#mol/kg],1DIC [~$m~#mol/kg],CHLWEL,CHLWEL1,CHLHOL [~$m~#g/l],1CHLHOL [~$m~#g/l],SIZECHL [~$m~#g/l],1SIZECHL [~$m~#g/l],2SIZECHL [~$m~#g/l],TDIN [mmol/m3]
MR11-05,K02_3,06/30/2011,160.105,46.995,5256,800.2,792.0,2.8074,34.3744,2.7557,27.4075,34.3739,14.65,146.55,146.16,44.24,44.16,0.01,0.01,3.192,3.185,-9,-9,2372.9,-9,7.287,-9,2385.8,-9,-9,-9,-9,-9,-9,-9,-9,
MR11-05,K02_3,06/30/2011,160.105,46.995,5256,899.9,890.5,2.6575,34.41,2.5997,27.4496,34.4095,16.85,151.26,151.02,44.27,43.9,0,0,3.178,3.171,-9,-9,2380.6,-9,7.296,-9,2388,-9,-9,-9,-9,-9,-9,-9,-9,
MR11-05,K02_3,06/30/2011,160.105,46.995,5256,999.4,1000.0,2.5237,34.4372,2.4597,27.4833,34.437,21.08,155.26,155,43.99,43.92,0,0,3.161,3.154,-9,-9,2384.2,-9,7.305,-9,2391,-9,-9,-9,-9,-9,-9,-9,-9,
MR11-05,K02_3,06/30/2011,160.105,46.995,5256,1200.2,1186.8,2.3019,34.4871,2.2251,27.5427,34.4871,31.3,161.38,161.38,43.39,43.41,0.01,0.01,3.1,3.116,-9,-9,2393.2,-9,7.331,-9,2390.9,2389.4,-9,-9,-9,-9,-9,-9,-9,
MR11-05,K02_3,06/30/2011,160.105,46.995,5256,1401.5,1385.2,2.1085,34.5342,2.0186,27.597,34.534,46.73,163.69,163.56,42.47,42.35,0,0,3.04,3.043,-9,-9,2401.9,2401.5,7.367,-9,2385.3,-9,-9,-9,-9,-9,-9,-9,-9,
MR11-05,K02_3,06/30/2011,160.105,46.995,5256,1599.4,1580.1,1.9831,34.568,1.8794,27.635,34.5681,58.35,164.77,164.99,41.72,41.73,0.01,0,2.992,3.002,-9,-9,2406.4,-9,7.393,7.394,2380.7,-9,-9,-9,-9,-9,-9,-9,-9,
MR11-05,K02_3,06/30/2011,160.105,46.995,5256,1799.5,1776.9,1.8641,34.5961,1.7461,27.6678,34.5956,72.06,164.67,164.87,40.78,40.85,0.01,0,2.942,2.938,-9,-9,2410.2,-9,7.421,-9,2374.3,-9,-9,-9,-9,-9,-9,-9,-9,
MR11-05,K02_3,06/30/2011,160.105,46.995,5256,2001.5,1975.4,1.7656,34.6169,1.6326,27.693,34.6169,84.68,163.03,163.16,40.07,40.14,0,0,2.862,2.853,-9,-9,2412.2,-9,7.449,-9,2366.7,-9,-9,-9,-9,-9,-9,-9,-9,
MR11-05,K02_3,06/30/2011,160.105,46.995,5256,2200.8,2171.1,1.6801,34.6338,1.5318,27.7139,34.6335,98.37,160.32,160.14,39.31,39.29,0,0,2.792,2.782,-9,-9,2414.8,-9,7.477,-9,2360.5,-9,-9,-9,-9,-9,-9,-9,-9,
MR11-05,K02_3,06/30/2011,160.105,46.995,5256,2400.2,2366.7,1.6119,34.6464,1.4476,27.7302,34.6465,109.75,158.06,158.09,38.68,38.7,0,0,2.746,2.733,-9,-9,2415.2,-9,7.501,-9,2353.5,-9,-9,-9,-9,-9,-9,-9,-9,
MR11-05,K02_3,06/30/2011,160.105,46.995,5256,2600.9,2563.4,1.5628,34.6554,1.3817,27.7422,34.6554,117.96,156.28,156.06,38.21,38.19,0,0,2.691,2.68,-9,-9,2416,-9,7.517,-9,2348.8,-9,-9,-9,-9,-9,-9,-9,-9,
MR11-05,K02_3,06/30/2011,160.105,46.995,5256,2801.5,2759.9,1.5248,34.6626,1.3261,27.7519,34.6623,126.1,154.24,154,37.63,37.6,0.01,0,2.658,2.643,-9,-9,2416,-9,7.531,-9,2342.2,-9,-9,-9,-9,-9,-9,-9,-9,
MR11-05,K02_3,06/30/2011,160.105,46.995,5256,3000.4,2954.5,1.4986,34.6682,1.2818,27.7595,34.6679,131.75,152.81,152.74,37.33,37.28,0.01,0,2.628,2.631,-9,-9,2415.4,-9,7.541,-9,2338.6,-9,-9,-9,-9,-9,-9,-9,-9,
MR11-05,K02_3,06/30/2011,160.105,46.995,5256,3251.2,3199.6,1.474,34.6736,1.2335,27.7672,34.6737,138.27,151.25,150.97,36.91,36.8,0,0,2.596,2.594,-9,-9,2416.3,2414.9,7.554,-9,2335.5,-9,-9,-9,-9,-9,-9,-9,-9,
MR11-05,K02_3,06/30/2011,160.105,46.995,5256,3500.4,3442.9,1.4569,34.678,1.1919,27.7736,34.678,143.39,150.04,149.79,36.57,36.51,0.01,0,2.574,2.569,-9,-9,2416.3,-9,7.563,7.563,2330,-9,-9,-9,-9,-9,-9,-9,-9,
MR11-05,K02_3,06/30/2011,160.105,46.995,5256,4001,3930.7,1.4446,34.6847,1.1272,27.7835,34.6846,151.81,147.4,147.6,35.99,35.94,0,0,2.517,2.519,-9,-9,2415.8,-9,7.577,-9,2323.7,2324.4,-9,-9,-9,-9,-9,-9,-9,
MR11-05,K02_3,06/30/2011,160.105,46.995,5256,4499.7,4415.7,1.4668,34.6883,1.0929,27.7886,34.6881,156.39,146.22,146.53,35.56,35.65,0,0,2.502,2.497,-9,-9,2414.3,-9,7.586,-9,2322.4,-9,-9,-9,-9,-9,-9,-9,-9,
MR11-05,K02_3,06/30/2011,160.105,46.995,5256,4999.7,4900.9,1.5102,34.69,1.0757,27.7912,34.69,159.04,146.13,146.31,35.42,35.48,0,0,2.485,2.483,-9,-9,2413.3,-9,7.59,-9,2319.9,-9,-9,-9,-9,-9,-9,-9,-9,
MR11-05,K02_3,06/30/2011,160.105,46.995,5256,5340.9,5231.4,1.5477,34.6908,1.0696,27.7922,34.6906,158.59,148.07,147.91,35.42,35.4,0,0,2.486,2.497,-9,-9,2411.4,-9,7.589,-9,2319.2,-9,-9,-9,-9,-9,-9,-9,-9,
MR11-05,K02_4,07/01/2011,160.082,47.003,5248,5,5.0,6.5341,32.809,6.5337,25.7545,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,
MR11-05,K02_4,07/01/2011,160.082,47.003,5248,15.1,15.0,6.5107,32.8111,6.5094,25.7592,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,
MR11-05,K02_4,07/01/2011,160.082,47.003,5248,50.6,50.2,3.1481,32.9572,3.1452,26.2418,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,
MR11-05,K02_4,07/01/2011,160.082,47.003,5248,101,100.1,1.5681,33.103,1.5634,26.4833,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,
MR11-05,K02_4,07/01/2011,160.082,47.003,5248,151.5,150.0,3.1763,33.7018,3.1671,26.8337,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,
MR11-05,K02_4,07/01/2011,160.082,47.003,5248,201.6,199.8,3.627,33.8694,3.6138,26.9253,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,
MR11-05,K02_4,07/01/2011,160.082,47.003,5248,303.3,300.6,3.6379,34.0229,3.6177,27.0471,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,
MR11-05,K02_4,07/01/2011,160.082,47.003,5248,404.3,400.6,3.4792,34.138,3.4524,27.1548,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,
MR11-05,K02_4,07/01/2011,160.082,47.003,5248,809.8,801.5,2.824,34.3713,2.7715,27.4037,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,
MR11-05,K02_4,07/01/2011,160.082,47.003,5248,1010.5,999.7,2.5185,34.4411,2.4537,27.4869,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,
MR11-05,K02_4,07/01/2011,160.082,47.003,5248,2027.1,2000.6,1.7551,34.6189,1.6202,27.6955,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,
MR11-05,K02_8,07/04/2011,160.083,47,5245,0,0.0,6.9,-9,6.9,25.6935,32.7923,319.52,28.76,28.91,16.89,16.96,0.18,0.18,1.472,1.474,0.25,0.29,2224.2,-9,7.802,-9,2062.5,-9,1.17,-9,1.13,-9,0.37,0.16,0.33,18.91270318
MR11-05,K02_8,07/04/2011,160.083,47,5245,3.1,3.1,6.8785,32.7899,6.8783,25.6944,32.7909,321.03,28.55,28.68,16.75,16.72,0.18,0.17,1.454,1.455,0.27,0.22,2224.7,-9,7.802,-9,2061.4,-9,1.14,1.11,1.08,1.05,-9,-9,-9,18.78245058
MR11-05,K02_8,07/04/2011,160.083,47,5245,6.9,6.8,6.8604,32.7921,6.8598,25.6985,32.7905,320.81,28.71,28.63,16.79,16.76,0.18,0.17,1.453,1.471,0.24,0.22,2223.8,-9,7.799,-9,2064.4,2063.3,1.13,-9,1.08,-9,-9,-9,-9,18.79359426
MR11-05,K02_8,07/04/2011,160.083,47,5245,12.5,12.4,6.7209,32.8016,6.7199,25.7244,32.7966,322.05,28.75,28.63,16.78,16.78,0.18,0.18,1.456,1.469,0.25,0.22,2224.5,2225.6,7.798,-9,2061.8,-9,1.26,-9,1.2,-9,0.44,0.17,0.41,18.79018411
MR11-05,K02_8,07/04/2011,160.083,47,5245,15.2,15.1,6.6923,32.802,6.691,25.7285,32.8037,323.27,28.84,28.84,16.9,16.85,0.17,0.17,1.474,1.467,0.19,0.2,2225.8,-9,7.797,7.798,2062.6,-9,1.28,-9,1.24,-9,-9,-9,-9,18.84079588
MR11-05,K02_8,07/04/2011,160.083,47,5245,20.5,20.3,6.5674,32.806,6.5657,25.7479,32.808,322.21,29.94,29.99,17.28,17.24,0.17,0.17,1.502,1.506,0.21,0.21,2226.5,-9,7.792,-9,2066.3,-9,1.46,-9,1.38,-9,-9,-9,-9,19.2749659
MR11-05,K02_8,07/04/2011,160.083,47,5245,25.3,25.1,6.2752,32.8252,6.2731,25.8004,32.8173,322.03,30.74,30.68,17.71,17.7,0.17,0.18,1.528,1.53,0.27,0.28,2226.3,-9,7.785,-9,2069.5,-9,1.43,-9,1.32,-9,-9,-9,-9,19.80429859
MR11-05,K02_8,07/04/2011,160.083,47,5245,28.1,27.9,5.9517,32.8349,5.9495,25.8482,32.842,326.67,31.91,31.84,18.52,18.44,0.18,0.18,1.584,1.587,0.35,0.36,2227,-9,7.771,-9,2076.5,-9,1.33,1.29,1.25,1.22,-9,-9,-9,20.7710789
MR11-05,K02_8,07/04/2011,160.083,47,5245,38.4,38.1,3.4747,32.9494,3.4724,26.2058,32.9498,336.3,34.98,35.05,21.26,21.22,0.21,0.21,1.809,1.818,0.93,0.91,2232.2,-9,7.713,-9,2105.7,-9,1.16,-9,1,-9,-9,-9,-9,24.34578451
MR11-05,K02_8,07/04/2011,160.083,47,5245,50.5,50.1,2.9653,32.9622,2.9624,26.2618,32.9603,333.01,38.58,38.58,22.36,22.35,0.29,0.29,1.906,1.904,1.11,1.1,2234.1,-9,7.69,-9,2115.1,-9,0.55,-9,0.47,-9,0.22,0.12,0.1,25.81589669
MR11-05,K02_8,07/04/2011,160.083,47,5245,76,75.4,1.7633,33.0204,1.7597,26.4033,33.0248,325.09,43.72,43.64,25.23,25.18,0.6,0.61,2.047,2.032,0.02,0.05,2233,-9,7.633,-9,2136.8,2136.7,0.12,-9,0.1,-9,0.04,0.03,0.04,28.03323038
MR11-05,K02_8,07/04/2011,160.083,47,5245,101.4,100.5,1.5961,33.1224,1.5914,26.4969,33.1263,294.55,49.47,49.28,28.17,28.1,0.03,0.03,2.185,2.176,0.02,0.03,2240.4,2241.5,7.58,-9,2160,-9,0.04,-9,0.03,-9,0.01,0.01,0.01,30.51193149
MR11-05,K02_8,07/04/2011,160.083,47,5245,126.8,125.7,2.4261,33.446,2.4192,26.6938,33.4726,171.65,70.72,70.6,36.54,36.46,0.02,0.03,2.693,2.687,0.05,0.05,2264.4,-9,7.396,7.397,2241.7,-9,0.03,-9,0.02,-9,0.01,0.01,0,39.18392145
MR11-05,K02_8,07/04/2011,160.083,47,5245,151.2,150.0,3.2258,33.7188,3.2165,26.8428,33.73,81.09,86.41,86.8,42.12,42.03,0.02,0.02,3.012,3.008,0.01,0.02,2285.4,-9,7.273,-9,2302.2,-9,0.02,-9,0.01,-9,-9,-9,-9,44.77773194
MR11-05,K02_8,07/04/2011,160.083,47,5245,176.6,175.1,3.4367,33.8141,3.4255,26.8992,33.8137,54.46,92.39,92.22,43.74,43.63,0.02,0.03,3.103,3.1,0.02,0.03,2294.4,-9,7.243,-9,2319.8,-9,0.01,-9,0.01,-9,-9,-9,-9,46.3971156
MR11-05,K02_8,07/04/2011,160.083,47,5245,202.3,200.5,3.5191,33.8781,3.5061,26.9426,33.8799,38.83,96.73,96.78,44.5,44.51,0.02,0.02,3.16,3.157,0.01,0.02,2298.9,-9,7.228,-9,2329.8,-9,0.01,-9,0.01,-9,-9,-9,-9,47.10206011
MR11-05,K02_8,07/04/2011,160.083,47,5245,227.4,225.4,3.5689,33.9285,3.5541,26.9781,33.9307,29.78,100.18,100.3,44.96,44.85,0.02,0.02,3.185,3.181,0,0.01,2303.8,-9,7.224,-9,2336.4,-9,-9,-9,-9,-9,-9,-9,-9,47.50861672
MR11-05,K02_8,07/04/2011,160.083,47,5245,252.9,250.6,3.6147,33.9712,3.598,27.0078,33.9723,23.26,103.27,103.13,45.24,45.12,0.02,0.02,3.214,3.211,0.01,0.01,2307.7,-9,7.221,-9,2341.8,-9,-9,-9,-9,-9,-9,-9,-9,47.75784804
MR11-05,K02_8,07/04/2011,160.083,47,5245,302.4,299.7,3.5956,34.0413,3.5756,27.0659,34.038,18.17,108.82,108.57,45.11,44.99,0.01,0.02,3.196,3.199,-0.01,0.04,2318.1,-9,7.229,-9,2350.6,-9,-9,-9,-9,-9,-9,-9,-9,47.4995224
MR11-05,K02_11,07/07/2011,160.079,47.005,5243,0,0.0,7.8,-9,7.8,25.5634,32.7846,314.88,28.86,28.93,16.17,16.16,0.17,0.17,1.435,1.438,0.24,0.25,2225.4,-9,7.813,-9,2055.7,-9,0.93,-9,0.9,-9,0.22,0.16,0.32,18.10880299
MR11-05,K02_11,07/07/2011,160.079,47.005,5243,3.4,3.4,7.9287,32.7807,7.9284,25.5416,32.7832,314.91,28.96,28.97,16.14,16.08,0.16,0.16,1.418,1.423,0.18,0.14,2224.3,-9,7.812,-9,2056.2,-9,0.85,0.84,0.83,0.82,-9,-9,-9,18.00033212
MR11-05,K02_11,07/07/2011,160.079,47.005,5243,6.7,6.6,7.9336,32.7808,7.933,25.541,32.7835,314.94,28.94,28.96,16.15,16.12,0.17,0.17,1.429,1.433,0.2,0.16,2225,-9,7.813,-9,2055.1,2057.3,0.85,-9,0.82,-9,-9,-9,-9,18.04386116
MR11-05,K02_11,07/07/2011,160.079,47.005,5243,12,11.9,7.9285,32.7811,7.9274,25.5421,32.7836,315.34,28.96,29.02,16.17,16.15,0.16,0.17,1.425,1.435,0.16,0.16,2226,2225.6,7.814,-9,2056.8,-9,0.94,-9,0.9,-9,0.2,0.12,0.3,18.01104026
MR11-05,K02_11,07/07/2011,160.079,47.005,5243,14.7,14.6,7.7862,32.7867,7.7849,25.5669,32.7858,318.12,28.95,28.92,16.2,16.19,0.16,0.17,1.437,1.441,0.19,0.18,2224.6,-9,7.813,7.812,2057.5,-9,0.89,-9,0.87,-9,-9,-9,-9,18.07539131
MR11-05,K02_11,07/07/2011,160.079,47.005,5243,19.9,19.7,6.8563,32.7955,6.8546,25.7019,32.7975,327.07,28.65,28.66,16.6,16.59,0.15,0.15,1.455,1.45,0.15,0.14,2227.3,-9,7.809,-9,2058.9,-9,1.24,-9,1.19,-9,-9,-9,-9,18.45122663
MR11-05,K02_11,07/07/2011,160.079,47.005,5243,25.1,24.9,6.5249,32.7963,6.5228,25.7458,32.7993,326.56,28.39,28.33,17.02,17.01,0.15,0.15,1.481,1.496,0.18,0.2,2226.5,-9,7.802,-9,2062.6,-9,1.52,-9,1.45,-9,-9,-9,-9,18.94151732
MR11-05,K02_11,07/07/2011,160.079,47.005,5243,28.3,28.1,6.4628,32.8031,6.4604,25.7592,32.8062,325.74,28.33,28.29,17.19,17.15,0.16,0.15,1.49,1.501,0.24,0.2,2227.5,-9,7.799,-9,2063.7,-9,1.48,1.47,1.4,1.42,-9,-9,-9,19.19959221
MR11-05,K02_11,07/07/2011,160.079,47.005,5243,35.8,35.5,5.1701,32.8665,5.1675,25.9652,32.8668,331.08,30.24,30.21,18.75,18.66,0.19,0.18,1.608,1.615,0.51,0.42,2228.5,-9,7.765,-9,2081.7,-9,1.46,-9,1.36,-9,-9,-9,-9,21.1916063
MR11-05,K02_11,07/07/2011,160.079,47.005,5243,45.5,45.1,3.5307,32.9508,3.5279,26.2018,32.9537,335.7,35.89,35.9,21.3,21.23,0.21,0.21,1.82,1.83,0.95,0.93,2234.6,-9,7.713,-9,2102.1,-9,1.32,-9,1.16,-9,0.53,0.2,0.22,24.40817833
MR11-05,K02_11,07/07/2011,160.079,47.005,5243,70.9,70.3,2.1561,32.9905,2.1525,26.3504,32.9957,329.41,41.54,41.49,23.78,23.71,0.71,0.71,1.99,1.99,0.59,0.58,2232.8,-9,7.656,-9,2126,2126.1,0.21,-9,0.17,-9,0.08,0.03,0.05,27.22159505
MR11-05,K02_11,07/07/2011,160.079,47.005,5243,101.1,100.2,1.5066,33.0918,1.502,26.4785,33.0967,307.08,47.34,47.23,27.23,27.21,0.03,0.03,2.125,2.138,0.01,0,2237.4,2239.4,7.604,-9,2148.6,-9,0.05,-9,0.04,-9,0.01,0.01,0.01,29.51049493
MR11-05,K02_11,07/07/2011,160.079,47.005,5243,126.3,125.2,2.3391,33.4055,2.3324,26.6684,33.4208,189.37,67.05,66.87,35.2,35.12,0.03,0.03,2.614,2.598,0.05,0.06,2261.3,-9,7.428,7.427,2227.8,-9,0.03,-9,0.02,-9,0.01,0.01,0,37.81748117
MR11-05,K02_11,07/07/2011,160.079,47.005,5243,151.4,150.0,3.0727,33.6626,3.0636,26.8118,33.676,99.54,82.56,82.38,40.8,40.79,0.02,0.02,2.953,2.946,0.02,0,2279.9,-9,7.297,-9,2288.5,-9,0.02,-9,0.02,-9,-9,-9,-9,43.4538864
MR11-05,K02_11,07/07/2011,160.079,47.005,5243,176.7,175.2,3.4029,33.7832,3.3918,26.8778,33.7883,61.32,89.71,89.88,43.14,43.13,0.02,0.02,3.082,3.083,0.01,0.02,2291.1,-9,7.25,-9,2310.7,-9,0.02,-9,0.01,-9,-9,-9,-9,45.78417722
MR11-05,K02_11,07/07/2011,160.079,47.005,5243,202.2,200.4,3.5508,33.8576,3.5377,26.9232,33.8635,39.83,94.97,94.91,44.46,44.42,0.02,0.02,3.164,3.162,0,0,2295.9,-9,7.225,-9,2328.8,-9,0.01,-9,0.01,-9,-9,-9,-9,47.0713831
MR11-05,K02_11,07/07/2011,160.079,47.005,5243,226.8,224.8,3.5972,33.9176,3.5824,26.9667,33.9216,28.81,99.54,99.45,44.99,44.87,0.02,0.02,3.198,3.209,0,0,2302,-9,7.217,-9,2336,-9,-9,-9,-9,-9,-9,-9,-9,47.55273445
MR11-05,K02_11,07/07/2011,160.079,47.005,5243,252.4,250.2,3.5872,33.9716,3.5706,27.0108,33.9724,23.36,103.57,103.56,44.92,44.87,0.02,0.02,3.213,3.208,0,0,2309.8,-9,7.22,-9,2342.4,-9,-9,-9,-9,-9,-9,-9,-9,47.40957661
MR11-05,K02_11,07/07/2011,160.079,47.005,5243,303.3,300.6,3.552,34.0318,3.532,27.0626,34.0274,20,108,108.24,44.98,44.95,0.02,0.01,3.21,3.2,0,0,2318.4,-9,7.227,-9,2345.8,-9,-9,-9,-9,-9,-9,-9,-9,47.39808218
MR11-03,K02_1,04/19/2011,160.072,46.999,5238,0,0.0,1.6,-9,1.6,26.4155,33.0216,337.33,44.3,44.6,24.99,24.9,0.19,0.19,2.02,2.025,-9,-9,2234.3,-9,7.662,-9,2127.6,-9,0.46,-9,0.41,-9,-9,-9,-9,
MR11-03,K02_1,04/19/2011,160.072,46.999,5238,10.9,10.8,1.6854,33.0154,1.6849,26.4046,33.0172,338.18,44.47,44.57,24.76,24.71,0.19,0.2,1.995,2,-9,-9,2232.7,-9,7.661,-9,2126.5,-9,0.43,0.44,0.39,0.4,-9,-9,-9,
MR11-03,K02_1,04/19/2011,160.072,46.999,5238,19.7,19.5,1.6846,33.0154,1.6837,26.4047,33.017,338.22,44.37,44.53,24.72,24.82,0.19,0.19,1.988,2.003,-9,-9,2232.9,-9,7.661,-9,2127.3,2127,0.45,-9,0.41,-9,-9,-9,-9,
MR11-03,K02_1,04/19/2011,160.072,46.999,5238,30.7,30.4,1.6854,33.0152,1.684,26.4045,33.0175,338.18,44.38,44.61,24.71,24.79,0.2,0.19,2.015,2,-9,-9,2232.5,2232.9,7.661,-9,2127.4,-9,0.45,-9,0.41,-9,-9,-9,-9,
MR11-03,K02_1,04/19/2011,160.072,46.999,5238,52.9,52.5,1.6907,33.0151,1.6882,26.4042,33.0174,337.76,44.35,44.52,24.7,24.8,0.19,0.2,1.989,2.006,-9,-9,2232,-9,7.661,7.661,2127.2,-9,0.43,0.44,0.4,0.4,-9,-9,-9,
MR11-03,K02_1,04/19/2011,160.072,46.999,5238,75.1,74.5,1.6329,33.0177,1.6294,26.4103,33.0202,337.22,44.81,44.93,24.91,24.96,0.18,0.19,2.017,2.029,-9,-9,2232.8,-9,7.658,-9,2125.5,-9,0.36,-9,0.33,-9,-9,-9,-9,
MR11-03,K02_1,04/19/2011,160.072,46.999,5238,101.9,101.0,1.372,33.033,1.3674,26.4404,33.0351,335.41,46.26,46.39,25.49,25.49,0.17,0.18,2.052,2.043,-9,-9,2232.2,-9,7.651,-9,2130,-9,0.24,-9,0.22,-9,-9,-9,-9,
MR11-03,K02_1,04/19/2011,160.072,46.999,5238,124.7,123.6,1.3442,33.1448,1.3386,26.5321,33.1408,302.57,51.26,51.18,27.92,27.86,0.09,0.1,2.195,2.184,-9,-9,2239.7,-9,7.598,-9,2153,-9,0.12,-9,0.1,-9,-9,-9,-9,
MR11-03,K02_1,04/19/2011,160.072,46.999,5238,151,150.0,3.0724,33.6169,3.0633,26.7754,33.6131,123.76,78.1,78.12,39.25,39.22,0.01,0.01,2.861,2.85,-9,-9,2272.5,-9,7.344,-9,2268.6,-9,0.02,-9,0.02,-9,-9,-9,-9,
MR11-03,K02_1,04/19/2011,160.072,46.999,5238,176.2,174.7,3.2817,33.7252,3.2707,26.8429,33.7237,88.84,85.47,85.89,41.23,41.23,0.01,0,2.968,2.975,-9,-9,2282.8,-9,7.299,-9,2292.7,-9,0.01,-9,0.01,-9,-9,-9,-9,
MR11-03,K02_1,04/19/2011,160.072,46.999,5238,200.8,199.0,3.5704,33.8226,3.5574,26.8934,33.8211,54.63,91.18,91.48,43.39,43.29,0.01,0.01,3.114,3.099,-9,-9,2289.7,-9,7.243,-9,2312.2,2313.5,0.01,-9,0.01,-9,-9,-9,-9,
MR11-03,K02_1,04/19/2011,160.072,46.999,5238,250.4,248.2,3.7463,33.9457,3.7295,26.9746,33.9453,25.77,99,98.92,44.99,45.04,0,0.01,3.182,3.176,-9,-9,2301.9,2302.8,7.226,-9,2335.1,-9,-9,-9,-9,-9,-9,-9,-9,
MR11-03,K02_1,04/19/2011,160.072,46.999,5238,299.4,296.7,3.7145,34.0022,3.6944,27.0231,34.0017,20.3,104.36,104.68,44.84,44.86,0,0.01,3.174,3.181,-9,-9,2310.4,-9,7.231,7.23,2341.7,-9,-9,-9,-9,-9,-9,-9,-9,
MR11-03,K02_1,04/19/2011,160.072,46.999,5238,400.3,396.6,3.5712,34.1157,3.5444,27.1281,34.1152,15.44,115.29,115.74,44.62,44.6,0,0,3.174,3.174,-9,-9,2327.5,-9,7.248,-9,2352.6,-9,-9,-9,-9,-9,-9,-9,-9,
MR11-03,K02_1,04/19/2011,160.072,46.999,5238,501.4,496.6,3.4034,34.2079,3.37,27.2184,34.2074,14.87,123.72,123.71,44.53,44.5,0,0,3.164,3.161,-9,-9,2341.7,-9,7.266,-9,2361,-9,-9,-9,-9,-9,-9,-9,-9,
MR11-03,K02_1,04/19/2011,160.072,46.999,5238,600.6,594.8,3.2514,34.2586,3.2116,27.2737,34.2585,14.52,129.92,129.91,44.46,44.47,0.01,0,3.172,3.176,-9,-9,2351.4,-9,7.272,-9,2366.5,-9,-9,-9,-9,-9,-9,-9,-9,
MR11-03,K02_1,04/19/2011,160.072,46.999,5238,699.6,692.6,3.08,34.308,3.034,27.3296,34.3073,14.39,136.4,136.34,44.41,44.38,0,0,3.168,3.168,-9,-9,2360.2,-9,7.283,-9,2372.6,-9,-9,-9,-9,-9,-9,-9,-9,
MR11-03,K02_1,04/19/2011,160.072,46.999,5238,801.4,793.2,2.882,34.3591,2.8298,27.3888,34.3578,15.47,143.61,143.25,44.45,44.36,0,0,3.171,3.178,-9,-9,2369.9,-9,7.295,-9,2379.4,-9,-9,-9,-9,-9,-9,-9,-9,
MR11-03,K02_1,04/19/2011,160.072,46.999,5238,899.8,890.4,2.7623,34.3871,2.7038,27.4223,34.3869,16.03,148.1,148.24,44.32,44.37,0,0,3.155,3.17,-9,-9,2373.9,-9,7.295,-9,2381.7,-9,-9,-9,-9,-9,-9,-9,-9,
MR11-03,K02_1,04/19/2011,160.072,46.999,5238,1000.9,1000.0,2.6044,34.4223,2.5397,27.4646,34.4224,17.86,154.54,154.96,44.23,44.35,0,0,3.154,3.166,-9,-9,2381.9,-9,7.302,-9,2387.6,-9,-9,-9,-9,-9,-9,-9,-9,
MR11-03,K02_1,04/19/2011,160.072,46.999,5238,1201.6,1188.2,2.3629,34.4772,2.2855,27.5298,34.4773,26.48,161.44,161.28,43.67,43.76,0,0,3.12,3.127,-9,-9,2390.6,-9,7.328,-9,2389.7,2388.8,-9,-9,-9,-9,-9,-9,-9,
MR11-03,K02_1,04/19/2011,160.072,46.999,5238,1400.5,1384.2,2.1668,34.5234,2.0764,27.5838,34.5239,39.15,165.1,164.95,43.03,42.94,0,0,3.073,3.082,-9,-9,2399.9,2399.2,7.357,-9,2386.9,-9,-9,-9,-9,-9,-9,-9,-9,
MR11-03,K02_1,04/19/2011,160.072,46.999,5238,1601.6,1582.2,2.0141,34.561,1.9099,27.627,34.5612,52.9,166.93,167.28,42.12,42.26,0,0,3.014,3.029,-9,-9,2404.7,-9,7.386,7.386,2382.4,-9,-9,-9,-9,-9,-9,-9,-9,
